period,ratio
2018-01-31,100.0
2018-02-01,43.69472
2018-02-02,29.39728
2018-02-03,44.02363
2018-02-04,47.10907
2018-02-05,17.02981
2018-02-06,11.10715
2018-02-07,8.60621
2018-02-08,5.93362
2018-02-09,4.93729
2018-02-10,5.55897
2018-02-11,4.37437
2018-02-12,3.20964
2018-02-13,2.58796
2018-02-14,2.62907
2018-02-15,2.27001
2018-02-16,2.23849
2018-02-17,2.11977
2018-02-18,1.77869
2018-02-19,1.70298
2018-02-20,1.08712
2018-02-21,1.01209
2018-02-22,1.18477
2018-02-23,0.93363
2018-02-24,0.91239
2018-02-25,0.86904
2018-02-26,0.77637
2018-02-27,0.84078
2018-02-28,0.98947
