period,ratio
2017-02-15,100.0
2017-02-16,50.41544
2017-02-17,27.09194
2017-02-18,35.29673
2017-02-19,26.1802
2017-02-20,17.71602
2017-02-21,13.9973
2017-02-22,10.1117
2017-02-23,7.39594
2017-02-24,5.4406
2017-02-25,5.22575
2017-02-26,4.68666
2017-02-27,3.93228
2017-02-28,3.0776
2017-03-01,3.08193
2017-03-02,1.73442
2017-03-03,1.49622
2017-03-04,1.7971
2017-03-05,1.61726
2017-03-06,1.06564
2017-03-07,0.91779
2017-03-08,0.96577
2017-03-09,0.93724
2017-03-10,1.0103
2017-03-11,1.3609
2017-03-12,1.1923
2017-03-13,0.77988
2017-03-14,0.81706
2017-03-15,0.70855
