period,ratio
2017-04-05,100.0
2017-04-06,16.62556
2017-04-07,13.39295
2017-04-08,13.87439
2017-04-09,12.25539
2017-04-10,7.18957
2017-04-11,5.98106
2017-04-12,4.12961
2017-04-13,3.4441
2017-04-14,3.60695
2017-04-15,3.85696
2017-04-16,3.50694
2017-04-17,2.52108
2017-04-18,2.01294
2017-04-19,7.04362
2017-04-20,11.05971
2017-04-21,8.11564
2017-04-22,13.84365
2017-04-23,7.11356
2017-04-24,4.11137
2017-04-25,3.36403
2017-04-26,2.90117
2017-04-27,2.75555
2017-04-28,2.74575
2017-04-29,2.88292
2017-04-30,2.92887
2017-05-01,2.50148
2017-05-02,2.08659
2017-05-03,2.79406
2017-05-04,2.28728
2017-05-05,2.47141
