period,ratio
2017-05-31,100.0
2017-06-01,93.71988
2017-06-02,93.48445
2017-06-03,91.06438
2017-06-04,78.73959
2017-06-05,93.93342
2017-06-06,75.81033
2017-06-07,43.11213
2017-06-08,28.14279
2017-06-09,25.01642
2017-06-10,23.75711
2017-06-11,22.60183
2017-06-12,13.89618
2017-06-13,10.85742
2017-06-14,56.40604
2017-06-15,96.71484
2017-06-16,84.42838
2017-06-17,77.65002
2017-06-18,70.61432
2017-06-19,49.31011
2017-06-20,34.87187
2017-06-21,29.13929
2017-06-22,29.78537
2017-06-23,29.42947
2017-06-24,43.77463
2017-06-25,36.15856
2017-06-26,24.68243
2017-06-27,41.31077
2017-06-28,28.37275
2017-06-29,24.54555
2017-06-30,26.99299
