period,ratio
2017-04-20,100.0
2017-04-21,82.49525
2017-04-22,79.32142
2017-04-23,61.28121
2017-04-24,47.56851
2017-04-25,44.36791
2017-04-26,39.40271
2017-04-27,32.09365
2017-04-28,31.66772
2017-04-29,32.92605
2017-04-30,32.48551
2017-05-01,25.97965
2017-05-02,26.36421
2017-05-03,20.9244
2017-05-04,35.85162
2017-05-05,24.46332
2017-05-06,17.29056
2017-05-07,14.88341
2017-05-08,19.87051
2017-05-09,28.91739
2017-05-10,13.47661
2017-05-11,7.09244
2017-05-12,6.86608
2017-05-13,7.5135
2017-05-14,6.59592
2017-05-15,4.37131
2017-05-16,5.00657
2017-05-17,4.11088
2017-05-18,3.84072
2017-05-19,3.77014
2017-05-20,4.37618
