period,ratio
2017-12-07,54.43981
2017-12-08,67.95748
2017-12-09,100.0
2017-12-10,88.54615
2017-12-11,45.13899
2017-12-12,36.07601
2017-12-13,38.52633
2017-12-14,44.19255
2017-12-15,42.98102
2017-12-16,65.75244
2017-12-17,57.42282
2017-12-18,29.81765
2017-12-19,26.67608
2017-12-20,29.60705
2017-12-21,29.1933
2017-12-22,34.33427
2017-12-23,50.24528
2017-12-24,59.1596
2017-12-25,50.80025
2017-12-26,37.52539
2017-12-27,32.44388
2017-12-28,30.10504
2017-12-29,27.95698
2017-12-30,31.31658
2017-12-31,27.85045
2018-01-01,26.83216
2018-01-02,20.94048
2018-01-03,19.84044
2018-01-04,14.70938
2018-01-05,13.80754
2018-01-06,18.01694
2018-01-07,15.96303
