period,ratio
2017-02-16,68.13354
2017-02-17,67.12506
2017-02-18,76.17083
2017-02-19,65.54358
2017-02-20,61.23462
2017-02-21,62.94598
2017-02-22,100.0
2017-02-23,50.07258
2017-02-24,46.91725
2017-02-25,46.26021
2017-02-26,47.42913
2017-02-27,32.47765
2017-02-28,25.27313
2017-03-01,15.63908
2017-03-02,6.05852
2017-03-03,7.08228
2017-03-04,10.67308
2017-03-05,8.62556
2017-03-06,2.9796
2017-03-07,2.93376
2017-03-08,2.58232
2017-03-09,2.46772
2017-03-10,3.37688
2017-03-11,5.37856
2017-03-12,4.69096
2017-03-13,1.82596
2017-03-14,1.87944
2017-03-15,1.90236
2017-03-16,1.71136
