period,ratio
2018-01-24,82.84635
2018-01-25,80.95885
2018-01-26,80.4379
2018-01-27,100.0
2018-01-28,76.76607
2018-01-29,51.54901
2018-01-30,43.55605
2018-01-31,38.27356
2018-02-01,23.79765
2018-02-02,21.76922
2018-02-03,24.06442
2018-02-04,20.56373
2018-02-05,9.59859
2018-02-06,7.29331
2018-02-07,6.71196
2018-02-08,4.13489
2018-02-09,3.6844
2018-02-10,4.41424
2018-02-11,9.75714
2018-02-12,2.6576
2018-02-13,2.41852
2018-02-14,2.51918
2018-02-15,3.29432
2018-02-16,2.9143
2018-02-17,2.4915
2018-02-18,2.11652
2018-02-19,1.46973
2018-02-20,1.33131
2018-02-21,1.29105
2018-02-22,1.22561
2018-02-23,1.21303
2018-02-24,1.5251
