period,ratio
2017-01-18,100.0
2017-01-19,31.24402
2017-01-20,24.31745
2017-01-21,28.32681
2017-01-22,28.80862
2017-01-23,22.33352
2017-01-24,14.92579
2017-01-25,14.65903
2017-01-26,16.02871
2017-01-27,20.41994
2017-01-28,41.17482
2017-01-29,25.39021
2017-01-30,43.42664
2017-01-31,14.40632
2017-02-01,11.19359
2017-02-02,9.09511
2017-02-03,7.5071
2017-02-04,9.95899
2017-02-05,9.46134
2017-02-06,6.55434
2017-02-07,5.81269
2017-02-08,4.47946
2017-02-09,4.21719
2017-02-10,4.37296
2017-02-11,5.51371
2017-02-12,4.86508
2017-02-13,3.01659
2017-02-14,2.73934
2017-02-15,9.8405
2017-02-16,15.76878
2017-02-17,10.72377
2017-02-18,13.92067
