period,ratio
2018-02-07,68.29835
2018-02-08,56.88125
2018-02-09,54.73306
2018-02-10,100.0
2018-02-11,56.00084
2018-02-12,44.22453
2018-02-13,41.04803
2018-02-14,18.00957
2018-02-15,22.313
2018-02-16,24.71474
2018-02-17,25.86984
2018-02-18,23.59487
2018-02-19,7.88843
2018-02-20,5.05705
2018-02-21,4.40907
2018-02-22,4.6908
2018-02-23,5.08522
2018-02-24,6.55726
2018-02-25,6.07127
2018-02-26,5.3106
2018-02-27,10.28313
2018-02-28,15.8966
2018-03-01,20.05916
2018-03-02,15.09367
2018-03-03,21.03817
2018-03-04,19.38301
2018-03-05,12.75531
2018-03-06,12.60036
2018-03-07,11.94534
