period,ratio
2017-11-02,11.23897
2017-11-03,10.10176
2017-11-04,100.0
2017-11-05,12.18439
2017-11-06,8.8946
2017-11-07,6.65403
2017-11-08,15.09284
2017-11-09,4.07048
2017-11-10,3.47029
2017-11-11,3.635
2017-11-12,3.03932
2017-11-13,2.40528
2017-11-14,2.07811
2017-11-15,2.02396
2017-11-16,1.59976
2017-11-17,1.68099
2017-11-18,1.83217
2017-11-19,1.68776
2017-11-20,1.35156
2017-11-21,1.16428
2017-11-22,0.94993
2017-11-23,0.83034
2017-11-24,0.78521
2017-11-25,0.97023
2017-11-26,1.01085
2017-11-27,0.84388
2017-11-28,0.79198
2017-11-29,0.66562
2017-11-30,0.93188
2017-12-01,14.95746
2017-12-02,22.36061
