period,ratio
2017-02-22,100.0
2017-02-23,11.40384
2017-02-24,9.05356
2017-02-25,8.26075
2017-02-26,8.09043
2017-02-27,5.50496
2017-02-28,4.50152
2017-03-01,3.08208
2017-03-02,2.12419
2017-03-03,1.60715
2017-03-04,1.67451
2017-03-05,1.55691
2017-03-06,1.13814
2017-03-07,20.62276
2017-03-08,17.24337
2017-03-09,13.88745
2017-03-10,9.2537
2017-03-11,21.74021
2017-03-12,15.32649
2017-03-13,5.07708
2017-03-14,3.97427
2017-03-15,3.4161
2017-03-16,3.17235
2017-03-17,3.24136
2017-03-18,4.29752
2017-03-19,20.36162
2017-03-20,3.78352
2017-03-21,3.32169
2017-03-22,2.42619
