period,ratio
2018-02-01,43.67583
2018-02-02,67.50461
2018-02-03,100.0
2018-02-04,81.09343
2018-02-05,44.32627
2018-02-06,40.10723
2018-02-07,58.21394
2018-02-08,38.99973
2018-02-09,33.18097
2018-02-10,44.95912
2018-02-11,38.66572
2018-02-12,15.40827
2018-02-13,10.78491
2018-02-14,10.90797
2018-02-15,14.75784
2018-02-16,15.74228
2018-02-17,19.02083
2018-02-18,14.69631
2018-02-19,9.80926
2018-02-20,7.40089
2018-02-21,6.8823
2018-02-22,5.88028
2018-02-23,5.51111
2018-02-24,5.98576
2018-02-25,5.27379
2018-02-26,4.77278
2018-02-27,3.7356
2018-02-28,3.18185
2018-03-01,2.9709
