period,ratio
2017-01-04,100.0
2017-01-05,60.90839
2017-01-06,49.97451
2017-01-07,52.51497
2017-01-08,58.86991
2017-01-09,33.74442
2017-01-10,27.35889
2017-01-11,22.14167
2017-01-12,18.30296
2017-01-13,18.00484
2017-01-14,19.1553
2017-01-15,17.01745
2017-01-16,11.41801
2017-01-17,10.34781
2017-01-18,8.19212
2017-01-19,5.64657
2017-01-20,5.39431
2017-01-21,4.71015
2017-01-22,4.62224
2017-01-23,3.99796
2017-01-24,3.63613
2017-01-25,27.32322
2017-01-26,48.66989
2017-01-27,42.75576
2017-01-28,78.2227
2017-01-29,35.72684
2017-01-30,32.42706
2017-01-31,20.6625
2017-02-01,15.55739
2017-02-02,13.45012
2017-02-03,11.93273
2017-02-04,13.68072
