rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate
10,10,2,OLD,20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,64007300,0.6,58866300,1145,626224500,8979,8203,1057.1,86822,185,211,2017-05-09
1,1,0,OLD,20179382,에이리언: 커버넌트,2017-05-09,618071400,28.4,-1692239450,-73.2,2948057250,81345,-197840,-70.9,362373,769,3529,2017-05-10
2,2,1,OLD,20162722,보안관,2017-05-03,481728600,22.1,-1506638200,-75.8,13884629940,65039,-176588,-73.1,1716624,696,3229,2017-05-10
3,3,1,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,378461900,17.4,-1213894900,-76.2,17688697555,46708,-136539,-74.5,2055994,692,2726,2017-05-10
4,4,-2,OLD,20174061,보스 베이비,2017-05-03,214795800,9.9,-1785126400,-89.3,11879589035,28623,-232801,-89.1,1545854,529,1591,2017-05-10
5,5,0,OLD,20156708,석조저택 살인사건,2017-05-09,187922200,8.6,-498500100,-72.6,917956500,25466,-58602,-69.7,115074,460,1952,2017-05-10
6,6,0,OLD,20170321,목소리의 형태,2017-05-09,97900700,4.5,-478763000,-83,758984400,13125,-60932,-82.3,96907,438,1077,2017-05-10
7,7,0,OLD,20161726,임금님의 사건수첩,2017-04-26,62439200,2.9,-213292800,-77.4,12176234423,8766,-26336,-75,1569479,410,879,2017-05-10
8,8,1,OLD,20167542,분노의 질주: 더 익스트림,2017-04-12,32380800,1.5,-56386700,-63.5,29750899348,4358,-6516,-59.9,3624850,191,323,2017-05-10
9,9,4,OLD,20173301,"서서평, 천천히 평온하게",2017-04-26,18129800,0.8,-12497500,-40.8,584359400,2722,-1035,-27.5,78308,83,113,2017-05-10
10,10,2,OLD,20162871,특별시민,2017-04-26,12156400,0.6,-20404500,-62.7,10422152245,1741,-2515,-59.1,1351694,142,209,2017-05-10
1,1,0,OLD,20179382,에이리언: 커버넌트,2017-05-09,555823000,25.8,-62248400,-10.1,3503880250,72975,-8370,-10.3,435348,790,3541,2017-05-11
2,2,0,OLD,20162722,보안관,2017-05-03,474274400,22.0,-7454200,-1.5,14358904340,64302,-737,-1.1,1780926,699,3217,2017-05-11
3,3,0,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,354835700,16.5,-23626200,-6.2,18043533255,43911,-2797,-6,2099905,694,2665,2017-05-11
4,4,0,OLD,20174061,보스 베이비,2017-05-03,207525900,9.6,-7269900,-3.4,12087114935,27873,-750,-2.6,1573727,550,1553,2017-05-11
5,5,0,OLD,20156708,석조저택 살인사건,2017-05-09,199915400,9.3,11993200,6.4,1117871900,26492,1026,4,141566,460,1921,2017-05-11
6,6,0,OLD,20170321,목소리의 형태,2017-05-09,83631800,3.9,-14268900,-14.6,842616200,11127,-1998,-15.2,108034,446,1070,2017-05-11
7,7,0,OLD,20161726,임금님의 사건수첩,2017-04-26,55791700,2.6,-6647500,-10.6,12232026123,8178,-588,-6.7,1577657,418,832,2017-05-11
8,8,0,NEW,20164844,불한당: 나쁜 놈들의 세상,2017-05-17,42598000,2.0,42598000,100,54338000,5321,5321,100,6870,22,23,2017-05-11
9,9,10,OLD,20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,31102000,1.4,28688000,1188.4,288694500,4377,4052,1246.8,38924,55,78,2017-05-11
10,10,-2,OLD,20167542,분노의 질주: 더 익스트림,2017-04-12,26715900,1.2,-5664900,-17.5,29777615248,3549,-809,-18.6,3628399,181,287,2017-05-11
1,1,0,OLD,20179382,에이리언: 커버넌트,2017-05-09,916071355,28.1,360248355,64.8,4419951605,107955,34980,47.9,543303,830,3701,2017-05-12
2,2,0,OLD,20162722,보안관,2017-05-03,709803222,21.8,235528822,49.7,15068707562,86702,22400,34.8,1867628,748,3367,2017-05-12
3,3,0,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,578912978,17.8,224077278,63.1,18622446233,65437,21526,49,2165342,683,2715,2017-05-12
4,4,0,OLD,20174061,보스 베이비,2017-05-03,346819622,10.6,139293722,67.1,12433934557,42863,14990,53.8,1616590,579,1652,2017-05-12
5,5,0,OLD,20156708,석조저택 살인사건,2017-05-09,283134845,8.7,83219445,41.6,1401006745,35076,8584,32.4,176642,472,1947,2017-05-12
6,6,0,OLD,20170321,목소리의 형태,2017-05-09,148755455,4.6,65123655,77.9,991371655,18056,6929,62.3,126090,464,1088,2017-05-12
7,7,0,OLD,20161726,임금님의 사건수첩,2017-04-26,80160500,2.5,24368800,43.7,12312186623,10334,2156,26.4,1587991,429,837,2017-05-12
8,8,2,OLD,20167542,분노의 질주: 더 익스트림,2017-04-12,37685600,1.2,10969700,41.1,29815300848,4449,900,25.4,3632848,178,282,2017-05-12
9,9,-1,OLD,20164844,불한당: 나쁜 놈들의 세상,2017-05-17,28984000,0.9,-13614000,-32,83322000,2983,-2338,-43.9,9853,7,8,2017-05-12
10,10,1,OLD,20173301,"서서평, 천천히 평온하게",2017-04-26,13625900,0.4,1706400,14.3,609904800,1784,135,8.2,81741,78,105,2017-05-12
1,1,0,OLD,20179382,에이리언: 커버넌트,2017-05-09,1943969759,26.5,1027898404,112.2,6363921364,226810,118855,110.1,770113,822,3634,2017-05-13
2,2,0,OLD,20162722,보안관,2017-05-03,1475699847,20.1,765896625,107.9,16544407409,174313,87611,101,2041941,758,3352,2017-05-13
3,3,1,OLD,20174061,보스 베이비,2017-05-03,1154176047,15.7,807356425,232.8,13588110604,144673,101810,237.5,1761263,720,2363,2017-05-13
4,4,-1,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,1254581353,17.1,675668375,116.7,19877027586,140079,74642,114.1,2305421,734,2649,2017-05-13
5,5,0,OLD,20156708,석조저택 살인사건,2017-05-09,518259241,7.1,235124396,83,1919265986,61720,26644,76,238362,539,1906,2017-05-13
6,6,0,OLD,20170321,목소리의 형태,2017-05-09,326294459,4.4,177539004,119.3,1317666114,40387,22331,123.7,166477,464,1007,2017-05-13
7,7,0,NEW,20173961,킹 아서: 제왕의 검,2017-05-17,211413700,2.9,211413700,100,245128700,23795,23795,100,27631,253,711,2017-05-13
8,8,-1,OLD,20161726,임금님의 사건수첩,2017-04-26,104407900,1.4,24247400,30.2,12416594523,12979,2645,25.6,1600970,335,599,2017-05-13
9,9,-1,OLD,20167542,분노의 질주: 더 익스트림,2017-04-12,61752300,0.8,24066700,63.9,29877053148,7257,2808,63.1,3640105,153,224,2017-05-13
10,10,7,OLD,20161665,스머프: 비밀의 숲,2017-04-28,47745600,0.7,43878600,1134.7,3027525900,6475,5916,1058.3,414021,201,240,2017-05-13
1,1,0,OLD,20179382,에이리언: 커버넌트,2017-05-09,1616139800,24.0,-327829959,-16.9,7980061164,189844,-36966,-16.3,959957,836,3544,2017-05-14
2,2,0,OLD,20162722,보안관,2017-05-03,1389646100,20.6,-86053747,-5.8,17934053509,164624,-9689,-5.6,2206565,751,3236,2017-05-14
3,3,0,OLD,20174061,보스 베이비,2017-05-03,1289171600,19.1,134995553,11.7,14877282204,160758,16085,11.1,1922021,723,2363,2017-05-14
4,4,0,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,1067398100,15.9,-187183253,-14.9,20944425686,120264,-19815,-14.1,2425685,720,2552,2017-05-14
5,5,0,OLD,20156708,석조저택 살인사건,2017-05-09,451035600,6.7,-67223641,-13,2370301586,53527,-8193,-13.3,291889,538,1847,2017-05-14
6,6,0,OLD,20170321,목소리의 형태,2017-05-09,288840300,4.3,-37454159,-11.5,1606506414,36149,-4238,-10.5,202626,466,988,2017-05-14
7,7,0,OLD,20173961,킹 아서: 제왕의 검,2017-05-17,202530600,3.0,-8883100,-4.2,447659300,23119,-676,-2.8,50750,256,684,2017-05-14
8,8,0,OLD,20161726,임금님의 사건수첩,2017-04-26,94455000,1.4,-9952900,-9.5,12511049523,11748,-1231,-9.5,1612718,341,582,2017-05-14
9,9,1,OLD,20161665,스머프: 비밀의 숲,2017-04-28,50097700,0.7,2352100,4.9,3077623600,6594,119,1.8,420615,198,238,2017-05-14
10,10,-1,OLD,20167542,분노의 질주: 더 익스트림,2017-04-12,48298900,0.7,-13453400,-21.8,29925352048,5662,-1595,-22,3645767,150,222,2017-05-14
1,1,1,OLD,20162722,보안관,2017-05-03,470701000,24.3,-918945100,-66.1,18404754509,64447,-100177,-60.9,2271012,714,3246,2017-05-15
2,2,-1,OLD,20179382,에이리언: 커버넌트,2017-05-09,443849600,22.9,-1172290200,-72.5,8423910764,58773,-131071,-69,1018730,776,3476,2017-05-15
3,3,1,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,301862100,15.6,-765536000,-71.7,21246287786,37940,-82324,-68.5,2463625,672,2588,2017-05-15
4,4,-1,OLD,20174061,보스 베이비,2017-05-03,279496600,14.4,-1009675000,-78.3,15156778804,37848,-122910,-76.5,1959869,558,1698,2017-05-15
5,5,0,OLD,20156708,석조저택 살인사건,2017-05-09,160221600,8.3,-290814000,-64.5,2530523186,21599,-31928,-59.6,313488,458,1867,2017-05-15
6,6,0,OLD,20170321,목소리의 형태,2017-05-09,85666800,4.4,-203173500,-70.3,1692173214,11696,-24453,-67.6,214322,418,967,2017-05-15
7,7,1,OLD,20161726,임금님의 사건수첩,2017-04-26,45965800,2.4,-48489200,-51.3,12557015323,6602,-5146,-43.8,1619320,368,697,2017-05-15
8,8,-1,OLD,20173961,킹 아서: 제왕의 검,2017-05-17,29341600,1.5,-173189000,-85.5,477000900,3423,-19696,-85.2,54173,45,137,2017-05-15
9,9,1,OLD,20167542,분노의 질주: 더 익스트림,2017-04-12,21219800,1.1,-27079100,-56.1,29946571848,2848,-2814,-49.7,3648615,173,283,2017-05-15
10,10,1,OLD,20164844,불한당: 나쁜 놈들의 세상,2017-05-17,20336000,1.0,-22261200,-52.3,185489800,2542,-2171,-46.1,21444,13,13,2017-05-15
1,1,0,OLD,20162722,보안관,2017-05-03,380132700,24.7,-90568300,-19.2,18784887209,52173,-12274,-19,2323185,732,3262,2017-05-16
2,2,0,OLD,20179382,에이리언: 커버넌트,2017-05-09,338088500,22.0,-105761100,-23.8,8761999264,44467,-14306,-24.3,1063197,762,3395,2017-05-16
3,3,0,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,257682800,16.8,-44179300,-14.6,21503970586,31765,-6175,-16.3,2495390,672,2578,2017-05-16
4,4,0,OLD,20174061,보스 베이비,2017-05-03,186227900,12.1,-93268700,-33.4,15343006704,24749,-13099,-34.6,1984618,544,1612,2017-05-16
5,5,0,OLD,20156708,석조저택 살인사건,2017-05-09,111344600,7.2,-48877000,-30.5,2641867786,15096,-6503,-30.1,328584,457,1812,2017-05-16
6,6,0,OLD,20170321,목소리의 형태,2017-05-09,52514800,3.4,-33152000,-38.7,1744688014,7041,-4655,-39.8,221363,411,906,2017-05-16
7,7,0,OLD,20161726,임금님의 사건수첩,2017-04-26,37198500,2.4,-8767300,-19.1,12594213823,5704,-898,-13.6,1625024,371,677,2017-05-16
8,8,2,OLD,20164844,불한당: 나쁜 놈들의 세상,2017-05-17,43667900,2.8,23331900,114.7,229157700,4819,2277,89.6,26263,34,34,2017-05-16
9,9,-1,OLD,20173961,킹 아서: 제왕의 검,2017-05-17,27800600,1.8,-1541000,-5.3,504801500,3264,-159,-4.6,57437,47,142,2017-05-16
10,10,-1,OLD,20167542,분노의 질주: 더 익스트림,2017-04-12,18605500,1.2,-2614300,-12.3,29965177348,2462,-386,-13.6,3651077,166,268,2017-05-16
1,1,7,OLD,20164844,불한당: 나쁜 놈들의 세상,2017-05-17,713315600,28.6,669647700,1533.5,942473300,95271,90452,1877,121534,800,3800,2017-05-17
2,2,0,NEW,20175262,겟 아웃,2017-05-17,703529100,28.3,703529100,100,705721100,92124,92124,100,92398,531,2641,2017-05-17
3,3,6,OLD,20173961,킹 아서: 제왕의 검,2017-05-17,234956600,9.4,207156000,745.1,739758100,31067,27803,851.8,88504,554,2328,2017-05-17
4,4,-3,OLD,20162722,보안관,2017-05-03,202147700,8.1,-177985000,-46.8,18987034909,28064,-24109,-46.2,2351249,603,2136,2017-05-17
5,5,-3,OLD,20179382,에이리언: 커버넌트,2017-05-09,195132900,7.8,-142955600,-42.3,8957132164,25972,-18495,-41.6,1089169,503,1867,2017-05-17
6,6,-3,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,159947300,6.4,-97735500,-37.9,21663917886,21142,-10623,-33.4,2516532,473,1221,2017-05-17
7,7,-3,OLD,20174061,보스 베이비,2017-05-03,123475400,5.0,-62752500,-33.7,15466482104,16783,-7966,-32.2,2001401,418,973,2017-05-17
8,8,-3,OLD,20156708,석조저택 살인사건,2017-05-09,28268400,1.1,-83076200,-74.6,2670136186,3994,-11102,-73.5,332578,274,507,2017-05-17
9,9,-3,OLD,20170321,목소리의 형태,2017-05-09,26696600,1.1,-25818200,-49.2,1771384614,3629,-3412,-48.5,224992,217,341,2017-05-17
