rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate
8,8,0,OLD,20179186,이모티: 더 무비,2017-08-02,38676000,0.4,-2178800,-5.3,127088300,5070,-893,-15,17894,127,240,2017-08-04
9,9,1,OLD,20178762,파리로 가는 길,2017-08-03,37277900,0.4,8007100,27.4,72721700,4559,558,13.9,9329,79,116,2017-08-04
10,10,-1,OLD,20174801,내 사랑,2017-07-12,27154800,0.3,1084000,4.2,1818578925,4167,-5,-0.1,241437,60,118,2017-08-04
1,1,0,OLD,20162869,택시운전사,2017-08-02,9280365401,63.5,3470387066,59.7,25603209536,1123443,416330,58.9,3267136,1827,8699,2017-08-05
2,2,0,OLD,20161481,군함도,2017-07-26,2245544801,15.4,706310616,45.9,44798447626,270522,82838,44.1,5845923,957,3704,2017-08-05
3,3,0,OLD,20173403,슈퍼배드 3,2017-07-26,1590623404,10.9,496592609,45.4,17675899019,203999,60095,41.8,2428784,914,3101,2017-08-05
4,4,0,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,477159000,3.3,150763700,46.2,1842826900,62418,19612,45.8,256426,521,1096,2017-08-05
5,5,0,OLD,20164621,덩케르크,2017-07-20,580765395,4.0,159686675,37.9,21998429248,58495,16636,39.7,2543712,416,865,2017-08-05
6,6,0,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,74059100,0.5,19971800,36.9,2227166300,9920,2743,38.2,306995,142,186,2017-08-05
7,7,0,OLD,20167303,스파이더맨: 홈 커밍,2017-07-05,80729400,0.6,21149800,35.5,58928197720,9586,2442,34.2,7233329,120,189,2017-08-05
8,8,2,OLD,20174801,내 사랑,2017-07-12,41892100,0.3,14737300,54.3,1860471025,6364,2197,52.7,247801,59,124,2017-08-05
9,9,0,OLD,20178762,파리로 가는 길,2017-08-03,50002000,0.3,12724100,34.1,122723700,5942,1383,30.3,15271,76,111,2017-08-05
10,10,-2,OLD,20179186,이모티: 더 무비,2017-08-02,38098100,0.3,-577900,-1.5,165186400,4941,-129,-2.5,22835,133,202,2017-08-05
1,1,0,OLD,20162869,택시운전사,2017-08-02,9039743900,65.5,-240621501,-2.6,34642953436,1093911,-29532,-2.6,4361047,1906,8929,2017-08-06
2,2,0,OLD,20161481,군함도,2017-07-26,1945448300,14.1,-300096501,-13.4,46743895926,234726,-35796,-13.2,6080649,922,3432,2017-08-06
3,3,0,OLD,20173403,슈퍼배드 3,2017-07-26,1468188900,10.6,-122434504,-7.7,19144087919,187543,-16456,-8.1,2616327,880,2928,2017-08-06
4,4,0,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,424340500,3.1,-52818500,-11.1,2267167400,55506,-6912,-11.1,311932,510,1027,2017-08-06
5,5,0,OLD,20164621,덩케르크,2017-07-20,502487800,3.6,-78277595,-13.5,22500917048,50096,-8399,-14.4,2593808,412,834,2017-08-06
6,6,0,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,73380400,0.5,-678700,-0.9,2300546700,9659,-261,-2.6,316654,139,184,2017-08-06
7,7,0,OLD,20167303,스파이더맨: 홈 커밍,2017-07-05,62509700,0.5,-18219700,-22.6,58990707420,7437,-2149,-22.4,7240766,116,187,2017-08-06
8,8,0,OLD,20174801,내 사랑,2017-07-12,37645900,0.3,-4246200,-10.1,1898116925,5739,-625,-9.8,253540,61,120,2017-08-06
9,9,0,OLD,20178762,파리로 가는 길,2017-08-03,45867900,0.3,-4134100,-8.3,168591600,5490,-452,-7.6,20761,74,108,2017-08-06
10,10,0,OLD,20179186,이모티: 더 무비,2017-08-02,42174000,0.3,4075900,10.7,207360400,5415,474,9.6,28250,120,189,2017-08-06
1,1,0,OLD,20162869,택시운전사,2017-08-02,4175562100,68.3,-4864181800,-53.8,38818515536,562755,-531156,-48.6,4923802,1745,8569,2017-08-07
2,2,0,OLD,20161481,군함도,2017-07-26,721420900,11.8,-1224027400,-62.9,47465316826,98728,-135998,-57.9,6179377,876,3405,2017-08-07
3,3,0,OLD,20173403,슈퍼배드 3,2017-07-26,522214300,8.5,-945974600,-64.4,19666302219,75133,-112410,-59.9,2691460,785,2667,2017-08-07
4,4,1,OLD,20164621,덩케르크,2017-07-20,254057200,4.2,-248430600,-49.4,22754974248,27298,-22798,-45.5,2621106,413,891,2017-08-07
5,5,-1,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,173505800,2.8,-250834700,-59.1,2440673200,24919,-30587,-55.1,336851,445,937,2017-08-07
6,6,1,OLD,20167303,스파이더맨: 홈 커밍,2017-07-05,33353000,0.5,-29156700,-46.6,59024060420,4430,-3007,-40.4,7245196,126,209,2017-08-07
7,7,2,OLD,20178762,파리로 가는 길,2017-08-03,31966800,0.5,-13901100,-30.3,200558400,4409,-1081,-19.7,25170,71,128,2017-08-07
8,8,-2,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,29757500,0.5,-43622900,-59.4,2330304200,4361,-5298,-54.9,321015,133,181,2017-08-07
9,9,2,OLD,20162442,청년경찰,2017-08-09,34522900,0.6,-3374600,-8.9,293783100,4213,282,7.2,34397,19,19,2017-08-07
10,10,-2,OLD,20174801,내 사랑,2017-07-12,24166500,0.4,-13479400,-35.8,1922283425,3827,-1912,-33.3,257367,56,121,2017-08-07
1,1,0,OLD,20162869,택시운전사,2017-08-02,3571801800,66.3,-603760300,-14.5,42390317336,484078,-78677,-14,5407880,1753,8632,2017-08-08
2,2,0,OLD,20161481,군함도,2017-07-26,609107300,11.3,-112313600,-15.6,48074424126,84579,-14149,-14.3,6263956,857,3355,2017-08-08
3,3,0,OLD,20173403,슈퍼배드 3,2017-07-26,518162600,9.6,-4051700,-0.8,20184464819,75391,258,0.3,2766851,783,2621,2017-08-08
4,4,0,OLD,20164621,덩케르크,2017-07-20,260676100,4.8,6618900,2.6,23015650348,28156,858,3.1,2649262,433,934,2017-08-08
5,5,0,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,171625000,3.2,-1880800,-1.1,2612298200,24796,-123,-0.5,361647,456,933,2017-08-08
6,6,1,OLD,20178762,파리로 가는 길,2017-08-03,36452600,0.7,4485800,14,237011000,5008,599,13.6,30178,77,139,2017-08-08
7,7,-1,OLD,20167303,스파이더맨: 홈 커밍,2017-07-05,33650500,0.6,297500,0.9,59057710920,4702,272,6.1,7249898,121,208,2017-08-08
8,8,0,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,30909800,0.6,1152300,3.9,2361214000,4528,167,3.8,325543,132,170,2017-08-08
9,9,1,OLD,20174801,내 사랑,2017-07-12,23638700,0.4,-527800,-2.2,1945922125,3793,-34,-0.9,261160,58,117,2017-08-08
10,10,1,OLD,20179186,이모티: 더 무비,2017-08-02,21523500,0.4,2505000,13.2,247902400,3182,438,16,34176,121,190,2017-08-08
1,1,0,OLD,20162869,택시운전사,2017-08-02,2979664700,45.2,-592137100,-16.6,45369982036,404935,-79143,-16.3,5812815,1446,6654,2017-08-09
2,2,9,OLD,20162442,청년경찰,2017-08-09,2252747600,34.2,2239193600,16520.5,2560084700,308298,306039,13547.5,344954,1102,5954,2017-08-09
3,3,-1,OLD,20161481,군함도,2017-07-26,345296000,5.2,-263811300,-43.3,48419720126,47910,-36669,-43.4,6311866,632,1662,2017-08-09
4,4,-1,OLD,20173403,슈퍼배드 3,2017-07-26,317278500,4.8,-200884100,-38.8,20501743319,46902,-28489,-37.8,2813753,567,1403,2017-08-09
5,5,11,OLD,20161081,애나벨 : 인형의 주인,2017-08-10,185386400,2.8,177816400,2349,218820400,24864,23969,2678.1,29018,492,778,2017-08-09
6,6,0,NEW,20178641,빅풋 주니어,2017-08-09,140996300,2.1,140996300,100,165999300,21379,21379,100,24412,379,622,2017-08-09
7,7,-2,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,89130200,1.4,-82494800,-48.1,2701428400,12704,-12092,-48.8,374351,246,359,2017-08-09
8,8,-4,OLD,20164621,덩케르크,2017-07-20,123854100,1.9,-136822000,-52.5,23139504448,12309,-15847,-56.3,2661571,163,305,2017-08-09
9,9,-3,OLD,20178762,파리로 가는 길,2017-08-03,31503000,0.5,-4949600,-13.6,268514000,4259,-749,-15,34437,60,114,2017-08-09
10,10,-1,OLD,20174801,내 사랑,2017-07-12,20186500,0.3,-3452200,-14.6,1966108625,3250,-543,-14.3,264410,53,112,2017-08-09
1,1,0,OLD,20162869,택시운전사,2017-08-02,2625161400,37.8,-354503300,-11.9,47995143436,355182,-49753,-12.3,6167997,1353,6303,2017-08-10
2,2,0,OLD,20162442,청년경찰,2017-08-09,2042922400,29.4,-209825200,-9.3,4603007100,277400,-30898,-10,622354,1065,5700,2017-08-10
3,3,2,OLD,20161081,애나벨 : 인형의 주인,2017-08-10,1145172900,16.5,959786500,517.7,1363993300,154719,129855,522.3,183737,593,2143,2017-08-10
4,4,0,OLD,20173403,슈퍼배드 3,2017-07-26,272240800,3.9,-45037700,-14.2,20773984119,40250,-6652,-14.2,2854003,516,1070,2017-08-10
5,5,-2,OLD,20161481,군함도,2017-07-26,276528400,4.0,-68767600,-19.9,48696248526,38474,-9436,-19.7,6350340,569,1311,2017-08-10
6,6,0,OLD,20178641,빅풋 주니어,2017-08-09,129934900,1.9,-11061400,-7.8,295934200,19780,-1599,-7.5,44192,388,583,2017-08-10
7,7,36,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,110028400,1.6,109506400,20978.2,123366400,16752,16677,22236,18430,320,461,2017-08-10
8,8,0,OLD,20164621,덩케르크,2017-07-20,107952500,1.6,-15901600,-12.8,23247456948,10111,-2198,-17.9,2671682,112,206,2017-08-10
9,9,-2,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,58470900,0.8,-30659300,-34.4,2759899300,8329,-4375,-34.4,382680,166,209,2017-08-10
10,10,15,OLD,20151003,장산범,2017-08-17,35115000,0.5,32282000,1139.5,65490000,4262,3947,1253,8205,19,19,2017-08-10
1,1,0,OLD,20162869,택시운전사,2017-08-02,3152911028,37.7,527749628,20.1,51148054464,382042,26860,7.6,6550039,1356,6436,2017-08-11
2,2,0,OLD,20162442,청년경찰,2017-08-09,2474991162,29.6,432068762,21.1,7077998262,304102,26702,9.6,926456,1046,5598,2017-08-11
3,3,0,OLD,20161081,애나벨 : 인형의 주인,2017-08-10,1613551755,19.3,468378855,40.9,2977545055,197805,43086,27.8,381542,742,2459,2017-08-11
4,4,0,OLD,20173403,슈퍼배드 3,2017-07-26,279458300,3.3,7217500,2.7,21053442419,38090,-2160,-5.4,2892093,531,1049,2017-08-11
5,5,0,OLD,20161481,군함도,2017-07-26,263021017,3.1,-13507383,-4.9,48959269543,33018,-5456,-14.2,6383358,538,1218,2017-08-11
6,6,0,OLD,20178641,빅풋 주니어,2017-08-09,139553200,1.7,9618300,7.4,435487400,19853,73,0.4,64045,385,578,2017-08-11
7,7,0,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,95735800,1.1,-14292600,-13,219102200,13280,-3472,-20.7,31710,330,461,2017-08-11
8,8,0,OLD,20164621,덩케르크,2017-07-20,128042200,1.5,20089700,18.6,23375499148,11369,1258,12.4,2683051,113,220,2017-08-11
9,9,0,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,59447600,0.7,976700,1.7,2819346900,7633,-696,-8.4,390313,166,209,2017-08-11
10,10,1,OLD,20178762,파리로 가는 길,2017-08-03,34247000,0.4,6885500,25.2,330122500,4086,361,9.7,42248,52,105,2017-08-11
1,1,0,OLD,20162869,택시운전사,2017-08-02,5884901932,41.1,2731990904,86.6,57032956396,706852,324810,85,7256891,1410,6659,2017-08-12
2,2,0,OLD,20162442,청년경찰,2017-08-09,4234950932,29.6,1759959770,71.1,11312949194,517559,213457,70.2,1444015,1058,5422,2017-08-12
3,3,0,OLD,20161081,애나벨 : 인형의 주인,2017-08-10,2314891143,16.2,701339388,43.5,5292436198,281643,83838,42.4,663185,947,2990,2017-08-12
4,4,0,OLD,20173403,슈퍼배드 3,2017-07-26,529598000,3.7,250139700,89.5,21583040419,69613,31523,82.8,2961706,525,1084,2017-08-12
5,5,0,OLD,20161481,군함도,2017-07-26,359288425,2.5,96267408,36.6,49318557968,43746,10728,32.5,6427104,501,961,2017-08-12
6,6,0,OLD,20178641,빅풋 주니어,2017-08-09,258756300,1.8,119203100,85.4,694243700,34977,15124,76.2,99022,437,678,2017-08-12
7,7,0,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,199746200,1.4,104010400,108.6,418848400,27171,13891,104.6,58881,351,494,2017-08-12
8,8,0,OLD,20164621,덩케르크,2017-07-20,203458300,1.4,75416100,58.9,23578957448,18052,6683,58.8,2701103,117,211,2017-08-12
9,9,0,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,93201900,0.7,33754300,56.8,2912548800,12054,4421,57.9,402367,169,209,2017-08-12
10,10,0,OLD,20178762,파리로 가는 길,2017-08-03,48943600,0.3,14696600,42.9,379066100,5799,1713,41.9,48047,56,104,2017-08-12
1,1,0,OLD,20162869,택시운전사,2017-08-02,5663326600,41.1,-221575332,-3.8,62696282996,680919,-25933,-3.7,7937810,1385,6478,2017-08-13
2,2,0,OLD,20162442,청년경찰,2017-08-09,4144184100,30.1,-90766832,-2.1,15457133294,504156,-13403,-2.6,1948171,1037,5263,2017-08-13
3,3,0,OLD,20161081,애나벨 : 인형의 주인,2017-08-10,2258904600,16.4,-55986543,-2.4,7551340798,271589,-10054,-3.6,934774,1006,3254,2017-08-13
4,4,0,OLD,20173403,슈퍼배드 3,2017-07-26,511903700,3.7,-17694300,-3.3,22094944119,66581,-3032,-4.4,3028287,532,1060,2017-08-13
5,5,0,OLD,20161481,군함도,2017-07-26,315933900,2.3,-43354525,-12.1,49634491868,38889,-4857,-11.1,6465993,488,904,2017-08-13
6,6,0,OLD,20178641,빅풋 주니어,2017-08-09,247169700,1.8,-11586600,-4.5,941413400,32816,-2161,-6.2,131838,430,667,2017-08-13
7,7,0,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,188327100,1.4,-11419100,-5.7,607175500,25252,-1919,-7.1,84133,345,489,2017-08-13
8,8,0,OLD,20164621,덩케르크,2017-07-20,181369100,1.3,-22089200,-10.9,23760326548,15704,-2348,-13,2716807,106,194,2017-08-13
9,9,0,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,91411100,0.7,-1790800,-1.9,3003959900,11789,-265,-2.2,414156,169,203,2017-08-13
10,10,0,OLD,20178762,파리로 가는 길,2017-08-03,43638800,0.3,-5304800,-10.8,422704900,5161,-638,-11,53208,58,108,2017-08-13
1,1,0,OLD,20162869,택시운전사,2017-08-02,3778942050,41.0,-1884384550,-33.3,66475225046,508734,-172185,-25.3,8446544,1291,6259,2017-08-14
2,2,0,OLD,20162442,청년경찰,2017-08-09,2752137300,29.9,-1392046800,-33.6,18209270594,372146,-132010,-26.2,2320317,1019,5345,2017-08-14
3,3,0,OLD,20161081,애나벨 : 인형의 주인,2017-08-10,1585329700,17.2,-673574900,-29.8,9136670498,210169,-61420,-22.6,1144943,922,3456,2017-08-14
4,4,0,OLD,20173403,슈퍼배드 3,2017-07-26,275970400,3.0,-235933300,-46.1,22370914519,40123,-26458,-39.7,3068410,505,999,2017-08-14
5,5,0,OLD,20161481,군함도,2017-07-26,226473400,2.5,-89460500,-28.3,49860965268,31555,-7334,-18.9,6497548,471,900,2017-08-14
6,6,0,OLD,20178641,빅풋 주니어,2017-08-09,138671500,1.5,-108498200,-43.9,1080084900,21020,-11796,-35.9,152858,392,601,2017-08-14
7,7,1,OLD,20164621,덩케르크,2017-07-20,171920900,1.9,-9448200,-5.2,23932247448,16150,446,2.8,2732957,113,217,2017-08-14
8,8,-1,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,86395100,0.9,-101932000,-54.1,693570600,13039,-12213,-48.4,97172,322,447,2017-08-14
9,9,0,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,53776300,0.6,-37634800,-41.2,3057736200,7659,-4130,-35,421815,168,209,2017-08-14
10,10,0,OLD,20178762,파리로 가는 길,2017-08-03,34366600,0.4,-9272200,-21.2,457071500,4604,-557,-10.8,57812,59,112,2017-08-14
1,1,0,OLD,20162869,택시운전사,2017-08-02,4705320750,29.4,926378700,24.5,71180545796,577296,68562,13.5,9023840,1040,4635,2017-08-15
2,2,16,OLD,20179901,혹성탈출: 종의 전쟁,2017-08-15,4728549700,29.5,4723995700,103732.9,4794903800,568300,567794,112212.3,574723,1017,4683,2017-08-15
3,3,-1,OLD,20162442,청년경찰,2017-08-09,3358409900,21.0,606272600,22,21567680494,415335,43189,11.6,2735652,881,3938,2017-08-15
4,4,-1,OLD,20161081,애나벨 : 인형의 주인,2017-08-10,1706989600,10.7,121659900,7.7,10843660098,208675,-1494,-0.7,1353618,742,2623,2017-08-15
5,5,-1,OLD,20173403,슈퍼배드 3,2017-07-26,484343100,3.0,208372700,75.5,22855257619,65587,25464,63.5,3133997,431,715,2017-08-15
6,6,0,OLD,20178641,빅풋 주니어,2017-08-09,252777700,1.6,114106200,82.3,1332862600,34947,13927,66.3,187805,325,434,2017-08-15
7,7,25,OLD,20179226,드래곤 스펠: 마법 꽃의 비밀,2017-08-15,183387600,1.1,181867600,11965,199435600,24018,23826,12409.4,26026,164,309,2017-08-15
8,8,0,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,162315800,1.0,75920700,87.9,855886400,22670,9631,73.9,119842,237,301,2017-08-15
9,9,-4,OLD,20161481,군함도,2017-07-26,147073500,0.9,-79399900,-35.1,50008038768,18748,-12807,-40.6,6516296,255,341,2017-08-15
10,10,-1,OLD,20170124,명탐정 코난:진홍의 연가,2017-08-02,70093100,0.4,16316800,30.3,3127829300,9392,1733,22.6,431207,112,133,2017-08-15
1,1,0,OLD,20162869,택시운전사,2017-08-02,1494801400,28.8,-3210519350,-68.2,72675347196,204856,-372440,-64.5,9228696,986,4471,2017-08-16
2,2,1,OLD,20162442,청년경찰,2017-08-09,1291740500,24.9,-2066669400,-61.5,22859420994,174950,-240385,-57.9,2910602,823,3850,2017-08-16
3,3,-1,OLD,20179901,혹성탈출: 종의 전쟁,2017-08-15,1221553900,23.5,-3506995800,-74.2,6016457700,159615,-408685,-71.9,734338,949,4512,2017-08-16
4,4,0,OLD,20161081,애나벨 : 인형의 주인,2017-08-10,688041900,13.2,-1018947700,-59.7,11531701998,90651,-118024,-56.6,1444269,672,2451,2017-08-16
5,5,0,OLD,20173403,슈퍼배드 3,2017-07-26,119794200,2.3,-364548900,-75.3,22975051819,18071,-47516,-72.4,3152068,398,624,2017-08-16
6,6,0,OLD,20178641,빅풋 주니어,2017-08-09,67515400,1.3,-185262300,-73.3,1400378000,10541,-24406,-69.8,198346,272,351,2017-08-16
7,7,2,OLD,20161481,군함도,2017-07-26,71443800,1.4,-75629700,-51.4,50079482568,10301,-8447,-45.1,6526597,258,368,2017-08-16
8,8,0,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,36758200,0.7,-125557600,-77.4,892644600,5637,-17033,-75.1,125479,217,263,2017-08-16
9,9,-2,OLD,20179226,드래곤 스펠: 마법 꽃의 비밀,2017-08-15,33629900,0.6,-149757700,-81.7,233065500,5056,-18962,-78.9,31082,154,264,2017-08-16
10,10,1,OLD,20178762,파리로 가는 길,2017-08-03,21908800,0.4,-26258700,-54.5,527147800,3087,-2768,-47.3,66754,56,106,2017-08-16
1,1,0,OLD,20162869,택시운전사,2017-08-02,1278614700,24.6,-216186700,-14.5,73953961896,174377,-30479,-14.9,9403073,934,3914,2017-08-17
2,2,0,OLD,20162442,청년경찰,2017-08-09,1087120600,20.9,-204619900,-15.8,23946541594,147050,-27900,-15.9,3057652,752,3371,2017-08-17
3,3,0,OLD,20179901,혹성탈출: 종의 전쟁,2017-08-15,946566900,18.2,-274987000,-22.5,6963024600,123106,-36509,-22.9,857444,884,4058,2017-08-17
4,4,14,OLD,20151003,장산범,2017-08-17,918972900,17.7,911778900,12674.2,1002004900,121834,120892,12833.5,132141,621,2755,2017-08-17
5,5,-1,OLD,20161081,애나벨 : 인형의 주인,2017-08-10,440219900,8.5,-247822000,-36,11971921898,57319,-33332,-36.8,1501588,546,1844,2017-08-17
6,6,-1,OLD,20173403,슈퍼배드 3,2017-07-26,109491900,2.1,-10302300,-8.6,23084543719,17107,-964,-5.3,3169175,346,467,2017-08-17
7,7,-1,OLD,20178641,빅풋 주니어,2017-08-09,66935100,1.3,-580300,-0.9,1467313100,10531,-10,-0.1,208877,203,240,2017-08-17
8,8,9,OLD,20179187,공범자들,2017-08-17,73205900,1.4,64925400,784.1,136869400,9721,8595,763.3,17571,186,341,2017-08-17
9,9,-2,OLD,20161481,군함도,2017-07-26,51971300,1.0,-19472500,-27.3,50131453868,7677,-2624,-25.5,6534274,192,233,2017-08-17
10,10,-1,OLD,20179226,드래곤 스펠: 마법 꽃의 비밀,2017-08-15,37489600,0.7,3859700,11.5,270555100,5669,613,12.1,36751,134,215,2017-08-17
1,1,0,OLD,20162869,택시운전사,2017-08-02,1541913303,24.8,263298603,20.6,75495875199,188683,14306,8.2,9591756,956,4071,2017-08-18
2,2,0,OLD,20162442,청년경찰,2017-08-09,1378896447,22.2,291775847,26.8,25325438041,168999,21949,14.9,3226651,813,3515,2017-08-18
