rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate
1,1,1,OLD,20164721,미녀와 야수,2017-03-16,2553235820,33.8,1673744157,190.3,31749320276,306314,200259,188.8,3857717,1105,4370,2017-04-01
2,2,-1,OLD,20162181,프리즌,2017-03-23,1938640180,25.7,1003771793,107.4,16459603140,224529,113188,101.7,2036779,908,3854,2017-04-01
3,3,0,OLD,20163194,공각기동대 : 고스트 인 더 쉘,2017-03-29,1568756471,20.8,822691805,110.3,3567332837,177091,91743,107.5,439838,807,3742,2017-04-01
4,4,0,OLD,20151230,원라인,2017-03-29,707181120,9.4,371158207,110.5,1653610533,86002,44304,106.2,221454,584,1908,2017-04-01
5,5,0,OLD,20167363,히든 피겨스,2017-03-23,281831500,3.7,129086600,84.5,2067783533,33452,14743,78.8,260970,350,706,2017-04-01
6,6,0,OLD,20167902,보통사람,2017-03-23,117118300,1.6,39256800,50.4,2738974323,14710,4802,48.5,354220,362,604,2017-04-01
7,7,1,OLD,20167005,데스노트: 더 뉴 월드,2017-03-29,48400829,0.6,19888395,69.8,138900663,5865,2407,69.6,18395,273,398,2017-04-01
8,8,-1,OLD,20167364,미스 슬로운,2017-03-29,41437700,0.5,12873900,45.1,137927400,4865,1379,39.6,18012,101,215,2017-04-01
9,9,15,OLD,20171661,아기돼지 3형제와 매직램프,2017-03-23,30529000,0.4,27554500,926.4,150468600,3895,3509,909.1,19141,87,117,2017-04-01
10,10,-1,OLD,20179442,밤의 해변에서 혼자,2017-03-23,26397700,0.3,6921600,35.5,294661000,3173,740,30.4,38270,71,157,2017-04-01
1,1,0,OLD,20164721,미녀와 야수,2017-03-16,1989683400,33.9,-563552420,-22.1,33739003676,239654,-66660,-21.8,4097371,1123,4362,2017-04-02
2,2,0,OLD,20162181,프리즌,2017-03-23,1538943500,26.2,-399696680,-20.6,17998546640,178045,-46484,-20.7,2214824,881,3766,2017-04-02
3,3,0,OLD,20163194,공각기동대 : 고스트 인 더 쉘,2017-03-29,1141560200,19.4,-427196271,-27.2,4708893037,129863,-47228,-26.7,569701,759,3589,2017-04-02
4,4,0,OLD,20151230,원라인,2017-03-29,572810800,9.8,-134370320,-19,2226421333,69577,-16425,-19.1,291031,558,1838,2017-04-02
5,5,0,OLD,20167363,히든 피겨스,2017-03-23,223360000,3.8,-58471500,-20.7,2291143533,26517,-6935,-20.7,287487,340,700,2017-04-02
6,6,0,OLD,20167902,보통사람,2017-03-23,100369500,1.7,-16748800,-14.3,2839343823,12477,-2233,-15.2,366697,365,592,2017-04-02
7,7,0,OLD,20167005,데스노트: 더 뉴 월드,2017-03-29,36510300,0.6,-11890529,-24.6,175410963,4427,-1438,-24.5,22822,267,378,2017-04-02
8,8,0,OLD,20167364,미스 슬로운,2017-03-29,35550100,0.6,-5887600,-14.2,173477500,4182,-683,-14,22194,98,217,2017-04-02
9,9,0,OLD,20171661,아기돼지 3형제와 매직램프,2017-03-23,30216000,0.5,-313000,-1,180684600,3789,-106,-2.7,22930,90,119,2017-04-02
10,10,2,OLD,20171801,극장판 암살교실 : 365일의 시간,2017-03-23,18383500,0.3,-888500,-4.6,189289500,2469,-162,-6.2,25498,65,84,2017-04-02
1,1,1,OLD,20162181,프리즌,2017-03-23,457732200,29.4,-1081211300,-70.3,18456278840,60719,-117326,-65.9,2275543,787,3505,2017-04-03
