rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate
10,10,-1,OLD,20173945,인비저블 게스트,2017-09-21,46367700,0.7,-6406400,-12.1,703266800,6209,-66,-1.1,87783,101,173,2017-10-02
1,1,7,OLD,20165450,남한산성,2017-10-03,3669119900,39.1,3591479900,4625.8,3904521700,444585,434863,4473,473503,1125,5284,2017-10-03
2,2,-1,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2389982500,25.5,-1277227400,-34.8,24965854096,271178,-204024,-42.9,3097051,1015,4636,2017-10-03
3,3,0,NEW,20172742,범죄도시,2017-10-03,1377207900,14.7,1377207900,100,1634269500,164399,164399,100,194807,600,2395,2017-10-03
4,4,-2,OLD,20174142,아이 캔 스피크,2017-09-21,1155429400,12.3,-441234700,-27.6,15520806214,139816,-79265,-36.2,2008249,717,2592,2017-10-03
5,5,0,NEW,20171817,넛잡 2,2017-10-03,205463700,2.2,205463700,100,235906700,27229,27229,100,31289,454,754,2017-10-03
6,6,0,NEW,20170964,딥,2017-10-03,193615100,2.1,193615100,100,218946600,24826,24826,100,27961,422,654,2017-10-03
7,7,-4,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,69926200,0.7,-156917100,-69.2,985174800,9233,-24254,-72.4,135829,212,262,2017-10-03
8,8,0,NEW,20171369,매직울프,2017-10-03,62412800,0.7,62412800,100,87129900,8332,8332,100,11518,168,290,2017-10-03
9,9,-3,OLD,20171962,킬러의 보디가드,2017-08-30,49068700,0.5,-30457300,-38.3,13698793300,8312,-4904,-37.1,1667168,114,187,2017-10-03
10,10,-6,OLD,20170364,레고 닌자고 무비,2017-09-28,50615800,0.5,-143947300,-74,812640200,6694,-21903,-76.6,110547,180,197,2017-10-03
1,1,0,OLD,20165450,남한산성,2017-10-03,4655991000,41.7,986871100,26.9,8560512700,552722,108137,24.3,1026225,1165,5390,2017-10-04
2,2,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2508907600,22.5,118925100,5,27474761696,280831,9653,3.6,3377882,995,4426,2017-10-04
3,3,0,OLD,20172742,범죄도시,2017-10-03,1737787900,15.6,360580000,26.2,3372057400,206458,42059,25.6,401265,687,2464,2017-10-04
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,1622726150,14.5,467296750,40.4,17143532364,194624,54808,39.2,2202873,774,2691,2017-10-04
5,5,0,OLD,20171817,넛잡 2,2017-10-03,178591100,1.6,-26872600,-13.1,414497800,22722,-4507,-16.6,54011,449,721,2017-10-04
6,6,0,OLD,20170964,딥,2017-10-03,149447700,1.3,-44167400,-22.8,368394300,18543,-6283,-25.3,46504,411,640,2017-10-04
7,7,2,OLD,20171962,킬러의 보디가드,2017-08-30,63747900,0.6,14679200,29.9,13762541200,10860,2548,30.7,1678028,114,199,2017-10-04
8,8,-1,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,49208000,0.4,-20718200,-29.6,1034382800,6237,-2996,-32.4,142066,183,230,2017-10-04
9,9,1,OLD,20170364,레고 닌자고 무비,2017-09-28,32982200,0.3,-17633600,-34.8,845622400,4140,-2554,-38.2,114687,150,163,2017-10-04
10,10,-2,OLD,20171369,매직울프,2017-10-03,22094100,0.2,-40318700,-64.6,109224000,2703,-5629,-67.6,14221,140,211,2017-10-04
1,1,0,OLD,20165450,남한산성,2017-10-03,4940801300,39.2,284810300,6.1,13501314000,599797,47075,8.5,1626022,1205,5528,2017-10-05
2,2,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2702210100,21.5,193302500,7.7,30176971796,306471,25640,9.1,3684353,945,4011,2017-10-05
3,3,0,OLD,20172742,범죄도시,2017-10-03,2305372600,18.3,567584700,32.7,5677430000,277219,70761,34.3,678484,871,2966,2017-10-05
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,1656946500,13.2,34220350,2.1,18800478864,203407,8783,4.5,2406280,806,2806,2017-10-05
5,5,0,OLD,20171817,넛잡 2,2017-10-03,318327200,2.5,139736100,78.2,732825000,41723,19001,83.6,95734,453,766,2017-10-05
6,6,0,OLD,20170964,딥,2017-10-03,254461300,2.0,105013600,70.3,622855600,32431,13888,74.9,78935,441,698,2017-10-05
7,7,1,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,89322400,0.7,40114400,81.5,1123705200,11767,5530,88.7,153833,198,254,2017-10-05
8,8,-1,OLD,20171962,킬러의 보디가드,2017-08-30,63333500,0.5,-414400,-0.7,13825874700,10780,-80,-0.7,1688808,112,181,2017-10-05
9,9,0,OLD,20170364,레고 닌자고 무비,2017-09-28,55619100,0.4,22636900,68.6,901241500,7208,3068,74.1,121895,144,164,2017-10-05
10,10,2,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,31211000,0.2,13912000,80.4,255741000,4287,1953,83.7,36339,107,174,2017-10-05
1,1,0,OLD,20165450,남한산성,2017-10-03,4731723954,36.8,-209077346,-4.2,18233037954,582294,-17503,-2.9,2208316,1221,5466,2017-10-06
2,2,1,OLD,20172742,범죄도시,2017-10-03,2764014054,21.5,458641454,19.9,8441444054,333298,56079,20.2,1011782,1007,3460,2017-10-06
3,3,-1,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2514100067,19.6,-188110033,-7,32691071863,286426,-20045,-6.5,3970779,910,3707,2017-10-06
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,1551230679,12.1,-105715821,-6.4,20351709543,193628,-9779,-4.8,2599908,790,2658,2017-10-06
5,5,0,OLD,20171817,넛잡 2,2017-10-03,434294300,3.4,115967100,36.4,1167119300,58114,16391,39.3,153848,476,785,2017-10-06
6,6,0,OLD,20170964,딥,2017-10-03,309482300,2.4,55021000,21.6,932337900,40189,7758,23.9,119124,433,663,2017-10-06
7,7,0,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,106842700,0.8,17520300,19.6,1230547900,14269,2502,21.3,168102,196,241,2017-10-06
8,8,0,NEW,20168282,블레이드 러너 2049,2017-10-12,101636000,0.8,101636000,100,104884000,11660,11660,100,12066,153,153,2017-10-06
9,9,-1,OLD,20171962,킬러의 보디가드,2017-08-30,54802100,0.4,-8531400,-13.5,13880676800,9290,-1490,-13.8,1698098,120,172,2017-10-06
10,10,-1,OLD,20170364,레고 닌자고 무비,2017-09-28,62681200,0.5,7062100,12.7,963922700,8394,1186,16.5,130289,132,156,2017-10-06
1,1,0,OLD,20165450,남한산성,2017-10-03,3471456338,32.3,-1260267616,-26.6,21704494292,424767,-157527,-27.1,2633083,1229,5439,2017-10-07
2,2,0,OLD,20172742,범죄도시,2017-10-03,3087016738,28.7,323002684,11.7,11528460792,369907,36609,11,1381689,1158,4065,2017-10-07
3,3,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,1989296819,18.5,-524803248,-20.9,34680368682,227000,-59426,-20.7,4197779,878,3361,2017-10-07
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,1147597343,10.7,-403633336,-26,21499306886,142788,-50840,-26.3,2742696,783,2566,2017-10-07
5,5,0,OLD,20171817,넛잡 2,2017-10-03,366651300,3.4,-67643000,-15.6,1533770600,49030,-9084,-15.6,202878,485,808,2017-10-07
6,6,0,OLD,20170964,딥,2017-10-03,219139600,2.0,-90342700,-29.2,1151477500,28494,-11695,-29.1,147618,420,625,2017-10-07
7,7,0,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,94389400,0.9,-12453300,-11.7,1324937300,12699,-1570,-11,180801,195,250,2017-10-07
8,8,0,OLD,20168282,블레이드 러너 2049,2017-10-12,77295600,0.7,-24340400,-23.9,182179600,8847,-2813,-24.1,20913,155,155,2017-10-07
9,9,1,OLD,20170364,레고 닌자고 무비,2017-09-28,52503100,0.5,-10178100,-16.2,1016425800,7012,-1382,-16.5,137301,138,158,2017-10-07
10,10,-1,OLD,20171962,킬러의 보디가드,2017-08-30,37449900,0.3,-17352200,-31.7,13918126700,6328,-2962,-31.9,1704426,115,160,2017-10-07
1,1,1,OLD,20172742,범죄도시,2017-10-03,3573605100,34.5,486588362,15.8,15102065892,425472,55565,15,1807161,1315,4545,2017-10-08
2,2,-1,OLD,20165450,남한산성,2017-10-03,3004716900,29.0,-466739438,-13.4,24709211192,365976,-58791,-13.8,2999059,1203,5212,2017-10-08
3,3,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,1795106500,17.3,-194190319,-9.8,36475475182,203249,-23751,-10.5,4401028,857,3199,2017-10-08
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,1027218200,9.9,-120379143,-10.5,22526525086,126906,-15882,-11.1,2869602,756,2457,2017-10-08
5,5,0,OLD,20171817,넛잡 2,2017-10-03,356621600,3.4,-10029700,-2.7,1890392200,47061,-1969,-4,249939,506,853,2017-10-08
6,6,0,OLD,20170964,딥,2017-10-03,177598900,1.7,-41540700,-19,1329076400,22745,-5749,-20.2,170363,414,593,2017-10-08
7,7,0,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,86139700,0.8,-8249700,-8.7,1411077000,11413,-1286,-10.1,192214,211,258,2017-10-08
8,8,0,OLD,20168282,블레이드 러너 2049,2017-10-12,77539700,0.7,244100,0.3,259719300,8823,-24,-0.3,29736,153,153,2017-10-08
9,9,0,OLD,20170364,레고 닌자고 무비,2017-09-28,45623000,0.4,-6880100,-13.1,1062048800,6053,-959,-13.7,143354,137,155,2017-10-08
10,10,0,OLD,20171962,킬러의 보디가드,2017-08-30,31201100,0.3,-6248800,-16.7,13949327800,5286,-1042,-16.5,1709712,104,146,2017-10-08
1,1,0,OLD,20172742,범죄도시,2017-10-03,3387916200,39.4,-185688900,-5.2,18489982092,403114,-22358,-5.3,2210275,1266,4784,2017-10-09
2,2,0,OLD,20165450,남한산성,2017-10-03,2050060400,23.8,-954656500,-31.8,26759271592,256815,-109161,-29.8,3255874,1152,4835,2017-10-09
3,3,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,1243415800,14.4,-551690700,-30.7,37718890982,142491,-60758,-29.9,4543519,793,2985,2017-10-09
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,879636800,10.2,-147581400,-14.4,23406161886,111997,-14909,-11.7,2981599,717,2349,2017-10-09
5,5,0,OLD,20171817,넛잡 2,2017-10-03,459940900,5.3,103319300,29,2350333100,62056,14995,31.9,311995,526,880,2017-10-09
6,6,0,OLD,20170964,딥,2017-10-03,230761800,2.7,53162900,29.9,1559838200,30334,7589,33.4,200697,416,602,2017-10-09
7,7,0,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,94481100,1.1,8341400,9.7,1505558100,12816,1403,12.3,205030,198,258,2017-10-09
8,8,1,OLD,20170364,레고 닌자고 무비,2017-09-28,58709800,0.7,13086800,28.7,1120758600,7940,1887,31.2,151294,144,161,2017-10-09
9,9,2,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,36287000,0.4,8098500,28.7,394300000,5105,1164,29.5,55716,96,145,2017-10-09
10,10,0,OLD,20171962,킬러의 보디가드,2017-08-30,26962900,0.3,-4238200,-13.6,13976290700,4557,-729,-13.8,1714269,93,133,2017-10-09
1,1,0,OLD,20172742,범죄도시,2017-10-03,1342148600,56.8,-2045767600,-60.4,19832130692,178322,-224792,-55.8,2388597,1020,4689,2017-10-10
2,2,0,OLD,20165450,남한산성,2017-10-03,400933000,17.0,-1649127400,-80.4,27160204592,56673,-200142,-77.9,3312547,1011,4332,2017-10-10
3,3,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,352722200,14.9,-890693600,-71.6,38071613182,45508,-96983,-68.1,4589027,725,2918,2017-10-10
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,147187300,6.2,-732449500,-83.3,23553349186,20777,-91220,-81.4,3002376,614,2166,2017-10-10
5,5,0,NEW,20154907,희생부활자,2017-10-12,22902000,1.0,22902000,100,22902000,2895,2895,100,2895,9,9,2017-10-10
6,6,7,OLD,20171312,우리의 20세기,2017-09-27,10207700,0.4,-3515500,-25.6,219574900,1546,-85,-5.2,27016,62,87,2017-10-10
7,7,-2,OLD,20171817,넛잡 2,2017-10-03,9811900,0.4,-450129000,-97.9,2360145000,1454,-60602,-97.7,313449,236,293,2017-10-10
8,8,-2,OLD,20170964,딥,2017-10-03,7088500,0.3,-223673300,-96.9,1566926700,1169,-29165,-96.1,201866,167,181,2017-10-10
9,9,2,OLD,20173092,어메이징 메리,2017-10-04,7637500,0.3,-21164500,-73.5,175929600,1083,-2438,-69.2,21225,57,109,2017-10-10
10,10,0,OLD,20171962,킬러의 보디가드,2017-08-30,5929500,0.3,-21033400,-78,13982220200,1000,-3557,-78.1,1715269,94,146,2017-10-10
1,1,0,OLD,20172742,범죄도시,2017-10-03,1332961800,56.5,-9186800,-0.7,21165092492,177691,-631,-0.4,2566288,1045,4819,2017-10-11
2,2,0,OLD,20165450,남한산성,2017-10-03,407708900,17.3,6775900,1.7,27567913492,57962,1289,2.3,3370509,1005,4235,2017-10-11
3,3,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,327388000,13.9,-25334200,-7.2,38399001182,42007,-3501,-7.7,4631034,700,2880,2017-10-11
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,180454900,7.6,33267600,22.6,23733804086,25723,4946,23.8,3028099,593,2168,2017-10-11
5,5,2,OLD,20171817,넛잡 2,2017-10-03,12742500,0.5,2930600,29.9,2372887500,2026,572,39.3,315475,223,272,2017-10-11
6,6,3,OLD,20173092,어메이징 메리,2017-10-04,10012000,0.4,2374500,31.1,185941600,1379,296,27.3,22604,60,116,2017-10-11
7,7,1,OLD,20170964,딥,2017-10-03,8687500,0.4,1599000,22.6,1575614200,1279,110,9.4,203145,166,186,2017-10-11
8,8,2,OLD,20171962,킬러의 보디가드,2017-08-30,6269200,0.3,339700,5.7,13988489400,1060,60,6,1716329,98,145,2017-10-11
9,9,2,OLD,20169463,다시 태어나도 우리,2017-09-27,6407500,0.3,410800,6.9,157414643,913,76,9.1,20696,37,60,2017-10-11
10,10,-4,OLD,20171312,우리의 20세기,2017-09-27,5540200,0.2,-4667500,-45.7,225115100,748,-798,-51.6,27764,39,64,2017-10-11
1,1,0,OLD,20172742,범죄도시,2017-10-03,1176894500,46.0,-156067300,-11.7,22341986992,155478,-22213,-12.5,2721766,898,3841,2017-10-12
2,2,0,NEW,20154907,희생부활자,2017-10-12,359864000,14.1,359864000,100,382766000,49100,49100,100,51995,781,3808,2017-10-12
3,3,-1,OLD,20165450,남한산성,2017-10-03,293178900,11.4,-114530000,-28.1,27861092392,41895,-16067,-27.7,3412404,702,2370,2017-10-12
4,4,32,OLD,20168282,블레이드 러너 2049,2017-10-12,288515000,11.3,286175000,12229.7,559934300,35745,35589,22813.5,66261,635,2198,2017-10-12
5,5,-2,OLD,20175222,킹스맨: 골든 서클,2017-09-27,212499900,8.3,-114888100,-35.1,38611501082,27998,-14009,-33.3,4659032,505,1626,2017-10-12
6,6,-2,OLD,20174142,아이 캔 스피크,2017-09-21,114015300,4.5,-66439600,-36.8,23847819386,16737,-8986,-34.9,3044836,475,1189,2017-10-12
7,7,28,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,23924200,0.9,22625800,1742.6,26430600,3230,3069,1906.2,3542,147,430,2017-10-12
8,8,0,NEW,20172603,부라더,2017-11-02,16540000,0.6,16540000,100,21540000,2351,2351,100,3279,8,9,2017-10-12
9,9,-4,OLD,20171817,넛잡 2,2017-10-03,7374000,0.3,-5368500,-42.1,2380261500,1136,-890,-43.9,316611,144,165,2017-10-12
10,10,0,NEW,20172942,나의 엔젤,2017-10-12,6498500,0.3,6498500,100,11121000,957,957,100,1569,80,162,2017-10-12
1,1,0,OLD,20172742,범죄도시,2017-10-03,1647544963,48.2,470650463,40,23989531955,195106,39628,25.5,2916872,974,4187,2017-10-13
2,2,0,OLD,20154907,희생부활자,2017-10-12,424223571,12.4,64359571,17.9,806989571,53819,4719,9.6,105814,770,3575,2017-10-13
3,3,0,OLD,20165450,남한산성,2017-10-03,369514200,10.8,76335300,26,28230606592,47562,5667,13.5,3459966,692,2343,2017-10-13
4,4,0,OLD,20168282,블레이드 러너 2049,2017-10-12,324608429,9.5,36093429,12.5,884542729,36650,905,2.5,102911,664,2184,2017-10-13
5,5,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,306182808,9.0,93682908,44.1,38917683890,35902,7904,28.2,4694934,525,1638,2017-10-13
6,6,0,OLD,20174142,아이 캔 스피크,2017-09-21,175094400,5.1,61079100,53.6,24022913786,23524,6787,40.6,3068360,517,1234,2017-10-13
7,7,0,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,64498500,1.9,40574300,169.6,90929100,7577,4347,134.6,11119,155,437,2017-10-13
8,8,1,OLD,20171817,넛잡 2,2017-10-03,12591500,0.4,5217500,70.8,2392853000,1957,821,72.3,318568,150,167,2017-10-13
9,9,0,NEW,20164424,대장 김창수,2017-10-19,15394800,0.5,15394800,100,24719800,1803,1803,100,2948,12,12,2017-10-13
10,10,1,OLD,20173092,어메이징 메리,2017-10-04,9712500,0.3,3375200,53.3,201991400,1264,383,43.5,24749,42,85,2017-10-13
1,1,0,OLD,20172742,범죄도시,2017-10-03,3385157918,51.3,1737612955,105.5,27374689873,396245,201139,103.1,3313117,1127,5215,2017-10-14
2,2,1,OLD,20165450,남한산성,2017-10-03,660539400,10.0,291025200,78.8,28891145992,80501,32939,69.3,3540467,668,2311,2017-10-14
3,3,-1,OLD,20154907,희생부활자,2017-10-12,609984164,9.2,185760593,43.8,1416973735,74141,20322,37.8,179955,676,3070,2017-10-14
4,4,0,OLD,20168282,블레이드 러너 2049,2017-10-12,586350636,8.9,261742207,80.6,1470893365,64657,28007,76.4,167568,617,2029,2017-10-14
5,5,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,549454546,8.3,243271738,79.5,39467138436,63696,27794,77.4,4758630,543,1642,2017-10-14
6,6,0,OLD,20174142,아이 캔 스피크,2017-09-21,308027600,4.7,132933200,75.9,24330941386,38123,14599,62.1,3106483,489,1201,2017-10-14
7,7,1,OLD,20171817,넛잡 2,2017-10-03,127135000,1.9,114543500,909.7,2519988000,17149,15192,776.3,335717,386,572,2017-10-14
8,8,-1,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,145326700,2.2,80828200,125.3,236255800,17031,9454,124.8,28150,164,388,2017-10-14
9,9,2,OLD,20170964,딥,2017-10-03,48586600,0.7,41144600,552.9,1635512300,6380,5225,452.4,211242,202,268,2017-10-14
10,10,30,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,17945200,0.3,17315700,2750.7,1527510800,2338,2252,2618.6,207936,76,93,2017-10-14
1,1,0,OLD,20172742,범죄도시,2017-10-03,3091097200,51.4,-294060718,-8.7,30465787073,360349,-35896,-9.1,3673466,1116,5224,2017-10-15
2,2,0,OLD,20165450,남한산성,2017-10-03,632397900,10.5,-28141500,-4.3,29523543892,77188,-3313,-4.1,3617655,646,2259,2017-10-15
3,3,0,OLD,20154907,희생부활자,2017-10-12,509717900,8.5,-100266264,-16.4,1926691635,61674,-12467,-16.8,241629,638,2818,2017-10-15
4,4,0,OLD,20168282,블레이드 러너 2049,2017-10-12,503974000,8.4,-82376636,-14,1974867365,56613,-8044,-12.4,224181,590,1921,2017-10-15
5,5,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,453251700,7.5,-96202846,-17.5,39920390136,52430,-11266,-17.7,4811060,529,1614,2017-10-15
6,6,0,OLD,20174142,아이 캔 스피크,2017-09-21,280653900,4.7,-27373700,-8.9,24611595286,34703,-3420,-9,3141186,482,1159,2017-10-15
7,7,0,OLD,20171817,넛잡 2,2017-10-03,159241700,2.6,32106700,25.3,2679229700,20989,3840,22.4,356706,388,587,2017-10-15
8,8,0,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,167968100,2.8,22641400,15.6,404223900,19724,2693,15.8,47874,206,489,2017-10-15
9,9,0,OLD,20170964,딥,2017-10-03,56001000,0.9,7414400,15.3,1691513300,7187,807,12.6,218429,202,269,2017-10-15
10,10,0,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,26690000,0.4,8744800,48.7,1554200800,3438,1100,47,211374,78,92,2017-10-15
1,1,0,OLD,20172742,범죄도시,2017-10-03,1008812400,53.4,-2082284800,-67.4,31474599473,132489,-227860,-63.2,3805955,1039,4852,2017-10-16
2,2,0,OLD,20165450,남한산성,2017-10-03,189482700,10.0,-442915200,-70,29713026592,26676,-50512,-65.4,3644331,643,2191,2017-10-16
3,3,2,OLD,20175222,킹스맨: 골든 서클,2017-09-27,162345500,8.6,-290906200,-64.2,40082735636,21345,-31085,-59.3,4832405,510,1615,2017-10-16
4,4,-1,OLD,20154907,희생부활자,2017-10-12,142504600,7.6,-367213300,-72,2069196235,19362,-42312,-68.6,260991,613,2533,2017-10-16
5,5,-1,OLD,20168282,블레이드 러너 2049,2017-10-12,129309700,6.9,-374664300,-74.3,2104177065,15930,-40683,-71.9,240111,572,1799,2017-10-16
6,6,0,OLD,20174142,아이 캔 스피크,2017-09-21,90413900,4.8,-190240000,-67.8,24702009186,12953,-21750,-62.7,3154139,475,1220,2017-10-16
7,7,1,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,64244000,3.4,-103724100,-61.8,468467900,8448,-11276,-57.2,56322,183,520,2017-10-16
8,8,20,OLD,20164424,대장 김창수,2017-10-19,35640000,1.9,33420000,1505.4,70646800,4455,4233,1906.8,8499,24,25,2017-10-16
9,9,-2,OLD,20171817,넛잡 2,2017-10-03,5633400,0.3,-153608300,-96.5,2684863100,879,-20110,-95.8,357585,135,148,2017-10-16
10,10,3,OLD,20175943,주키퍼스 와이프,2017-10-12,5032000,0.3,-6904000,-57.8,56235446,705,-756,-51.7,7375,92,164,2017-10-16
1,1,0,OLD,20172742,범죄도시,2017-10-03,968249600,51.2,-40562800,-4,32442849073,127832,-4657,-3.5,3933787,1070,4857,2017-10-17
2,2,0,OLD,20165450,남한산성,2017-10-03,183531000,9.7,-5951700,-3.1,29896557592,26446,-230,-0.9,3670777,674,2180,2017-10-17
3,3,1,OLD,20154907,희생부활자,2017-10-12,158104200,8.4,15599600,10.9,2227300435,21692,2330,12,282683,630,2456,2017-10-17
4,4,-1,OLD,20175222,킹스맨: 골든 서클,2017-09-27,141347000,7.5,-20998500,-12.9,40224082636,18669,-2676,-12.5,4851074,514,1603,2017-10-17
5,5,0,OLD,20168282,블레이드 러너 2049,2017-10-12,124464800,6.6,-4844900,-3.7,2228641865,15583,-347,-2.2,255694,564,1759,2017-10-17
6,6,0,OLD,20174142,아이 캔 스피크,2017-09-21,98103700,5.2,7689800,8.5,24800112886,14416,1463,11.3,3168555,492,1206,2017-10-17
7,7,0,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,63645000,3.4,-599000,-0.9,532112900,8484,36,0.4,64806,194,543,2017-10-17
8,8,0,OLD,20164424,대장 김창수,2017-10-19,38548800,2.0,2908800,8.2,109195600,5114,659,14.8,13613,43,43,2017-10-17
9,9,0,NEW,20172603,부라더,2017-11-02,39794500,2.1,39794500,100,61334500,4942,4942,100,8221,21,21,2017-10-17
10,10,69,OLD,20158047,발레리안: 천 개 행성의 도시,2017-08-30,7016000,0.4,7011000,140220,4047116408,1406,1405,140500,511768,20,20,2017-10-17
1,1,0,OLD,20172742,범죄도시,2017-10-03,972578000,50.9,4328400,0.4,33415427073,128403,571,0.4,4062190,1074,4936,2017-10-18
2,2,0,OLD,20165450,남한산성,2017-10-03,185601200,9.7,2070200,1.1,30082158792,26315,-131,-0.5,3697092,653,2137,2017-10-18
3,3,0,OLD,20154907,희생부활자,2017-10-12,129406600,6.8,-28697600,-18.2,2356707035,18054,-3638,-16.8,300737,606,2352,2017-10-18
4,4,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,135505500,7.1,-5841500,-4.1,40359588136,17952,-717,-3.8,4869026,510,1577,2017-10-18
5,5,1,OLD,20174142,아이 캔 스피크,2017-09-21,111743900,5.8,13640200,13.9,24911856786,16538,2122,14.7,3185093,498,1232,2017-10-18
