rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate
1,1,0,OLD,20165748,꾼,2017-11-22,1152412273,35.2,253979073,28.3,18971313621,141883,17484,14.1,2466217,981,4734,2017-12-01
2,2,0,OLD,20173581,기억의 밤,2017-11-29,719096972,21.9,216855572,43.2,1825549872,89649,20321,29.3,263358,728,3369,2017-12-01
3,3,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,578369155,17.7,137352755,31.1,1585473455,70962,10198,16.8,227167,663,2914,2017-12-01
4,4,0,OLD,20161762,반드시 잡는다,2017-11-29,304962845,9.3,40260745,15.2,986335645,38542,1116,3,143142,565,2452,2017-12-01
5,5,1,OLD,20040695,이프 온리,2004-10-29,103468400,3.2,37972100,58,5772407200,12135,3239,36.4,894921,145,643,2017-12-01
6,6,-1,OLD,20168221,저스티스 리그,2017-11-15,92376600,2.8,15429100,20.1,14033122795,11719,894,8.3,1710469,416,878,2017-12-01
7,7,0,OLD,20179942,러빙 빈센트,2017-11-09,70446300,2.2,9897300,16.3,1960679200,8440,147,1.8,247853,185,392,2017-12-01
8,8,0,OLD,20175121,토르: 라그나로크,2017-10-25,62549500,1.9,15917700,34.1,38776855695,7879,1372,21.1,4797392,228,349,2017-12-01
9,9,0,OLD,20174622,해피 데스데이,2017-11-08,46438673,1.4,9856673,26.9,10803332728,6029,996,19.8,1357033,270,515,2017-12-01
10,10,4,OLD,20080349,버킷 리스트:죽기전에 꼭 하고싶은것들,2008-04-09,8888400,0.3,2770900,45.3,1878730700,1246,363,41.1,282717,57,99,2017-12-01
1,1,0,OLD,20165748,꾼,2017-11-22,2317118874,36.6,1164706601,101.1,21288432495,277291,135408,95.4,2743508,1006,5146,2017-12-02
2,2,0,OLD,20173581,기억의 밤,2017-11-29,1301664153,20.5,582567181,81,3127214025,157883,68234,76.1,421241,747,3505,2017-12-02
3,3,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,1186744973,18.7,608375818,105.2,2772218428,141706,70744,99.7,368873,700,3317,2017-12-02
4,4,0,OLD,20161762,반드시 잡는다,2017-11-29,544461227,8.6,239498382,78.5,1530796872,66161,27619,71.7,209303,518,2318,2017-12-02
5,5,1,OLD,20168221,저스티스 리그,2017-11-15,193044800,3.0,100668200,109,14226167595,23699,11980,102.2,1734168,413,795,2017-12-02
6,6,-1,OLD,20040695,이프 온리,2004-10-29,171837600,2.7,68369200,66.1,5944244800,19830,7695,63.4,914751,164,697,2017-12-02
7,7,0,OLD,20179942,러빙 빈센트,2017-11-09,120926400,1.9,50480100,71.7,2081605600,14284,5844,69.2,262137,184,393,2017-12-02
8,8,0,OLD,20175121,토르: 라그나로크,2017-10-25,108838400,1.7,46288900,74,38885694095,13158,5279,67,4810550,205,307,2017-12-02
9,9,0,OLD,20174622,해피 데스데이,2017-11-08,71830774,1.1,25392101,54.7,10875163502,8718,2689,44.6,1365751,252,460,2017-12-02
10,10,16,OLD,20175223,래빗 스쿨,2017-11-23,45606200,0.7,43154700,1760.3,325683800,6064,5681,1483.3,44500,124,160,2017-12-02
1,1,0,OLD,20165748,꾼,2017-11-22,2117649400,36.6,-199469474,-8.6,23406081895,252473,-24818,-9,2995981,1000,5033,2017-12-03
2,2,0,OLD,20173581,기억의 밤,2017-11-29,1231048800,21.3,-70615353,-5.4,4358262825,148507,-9376,-5.9,569748,751,3452,2017-12-03
3,3,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,999706500,17.3,-187038473,-15.8,3771924928,119988,-21718,-15.3,488861,707,3208,2017-12-03
4,4,0,OLD,20161762,반드시 잡는다,2017-11-29,556699700,9.6,12238473,2.2,2087496572,67170,1009,1.5,276473,537,2244,2017-12-03
5,5,0,OLD,20168221,저스티스 리그,2017-11-15,165016700,2.9,-28028100,-14.5,14391184295,20412,-3287,-13.9,1754580,404,775,2017-12-03
6,6,0,OLD,20040695,이프 온리,2004-10-29,156813800,2.7,-15023800,-8.7,6101058600,18029,-1801,-9.1,932780,168,662,2017-12-03
7,7,0,OLD,20179942,러빙 빈센트,2017-11-09,113463400,2.0,-7463000,-6.2,2195069000,13497,-787,-5.5,275634,187,392,2017-12-03
8,8,0,OLD,20175121,토르: 라그나로크,2017-10-25,104021900,1.8,-4816500,-4.4,38989715995,12638,-520,-4,4823188,206,303,2017-12-03
9,9,0,OLD,20174622,해피 데스데이,2017-11-08,52735100,0.9,-19095674,-26.6,10927898602,6370,-2348,-26.9,1372121,243,416,2017-12-03
10,10,1,OLD,20174073,빅 배드 폭스,2017-11-30,47454100,0.8,9472000,24.9,102659200,6085,1098,22,13432,219,284,2017-12-03
1,1,0,OLD,20165748,꾼,2017-11-22,616403500,34.3,-1501245900,-70.9,24022485395,84468,-168005,-66.5,3080449,954,4633,2017-12-04
2,2,0,OLD,20173581,기억의 밤,2017-11-29,425316800,23.7,-805732000,-65.5,4783579625,57770,-90737,-61.1,627518,720,3351,2017-12-04
3,3,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,278407300,15.5,-721299200,-72.2,4050332228,38169,-81819,-68.2,527030,645,2821,2017-12-04
4,4,0,OLD,20161762,반드시 잡는다,2017-11-29,184480400,10.3,-372219300,-66.9,2271976972,25360,-41810,-62.2,301833,512,2177,2017-12-04
5,5,1,OLD,20040695,이프 온리,2004-10-29,58965700,3.3,-97848100,-62.4,6160024300,7852,-10177,-56.4,940632,147,628,2017-12-04
6,6,1,OLD,20179942,러빙 빈센트,2017-11-09,46212400,2.6,-67251000,-59.3,2241281400,6187,-7310,-54.2,281821,177,399,2017-12-04
7,7,-2,OLD,20168221,저스티스 리그,2017-11-15,37139100,2.1,-127877600,-77.5,14428323395,5030,-15382,-75.4,1759610,374,741,2017-12-04
8,8,0,OLD,20175121,토르: 라그나로크,2017-10-25,33801500,1.9,-70220400,-67.5,39023517495,4556,-8082,-63.9,4827744,223,348,2017-12-04
