0,1
20190112,1
20190101,1
20181230,1
20181129,1
20181125,1
20181117,1
20181023,1
20181022,1
20180928,1
20180913,1
20180909,1
20180908,1
20180827,1
20180804,1
20180729,1
20180728,1
20180727,1
20180720,1
20180702,1
20180617,1
20180611,1
20180522,1
20180517,1
20180511,1
20180504,1
20180429,1
20180428,4
20180421,1
20180329,1
20180326,1
20180315,1
20180307,1
20180305,1
20180227,1
20180224,1
20180208,1
20180203,1
20180129,1
20180128,1
20180121,2
20180116,1
20180106,1
20171229,2
20171227,1
20171118,1
20171117,1
20171114,1
20171110,1
20171107,1
20171007,1
20171005,1
20171003,1
20170917,1
20170913,1
20170909,2
20170903,1
20170829,1
20170819,1
20170818,1
20170817,1
20170803,1
20170730,1
20170727,1
20170718,1
20170716,2
20170709,1
20170707,1
20170626,1
20170625,1
20170624,1
20170623,1
20170622,1
20170620,1
20170619,1
20170616,1
20170611,1
20170609,1
20170603,1
20170527,3
20170521,1
20170519,1
20170518,1
20170517,2
20170515,1
20170514,3
20170512,2
20170511,1
20170507,4
20170506,1
20170503,3
20170502,2
20170501,1
20170429,1
20170428,2
20170427,1
20170426,4
20170425,3
20170424,3
20170423,5
20170420,1
20170419,1
20170418,3
20170417,2
20170416,2
20170415,1
20170413,3
20170412,2
20170411,8
20170409,5
20170408,2
20170407,2
20170406,9
20170404,4
20170403,4
20170402,5
20170401,7
20170331,2
20170330,4
20170329,3
20170328,7
20170327,6
20170326,4
20170325,11
20170324,6
20170323,4
20170322,10
20170321,5
20170320,13
20170319,21
20170318,15
20170317,7
20170316,7
20170315,11
20170314,19
20170313,11
20170312,14
20170311,14
20170310,9
20170309,21
20170308,12
20170307,31
20170306,36
20170305,46
20170304,55
20170303,26
20170302,39
20170301,72
20170228,47
