period,ratio,1
2017-07-12,55.33712,74
2017-07-13,84.61454,104
2017-07-14,85.07324,92
2017-07-15,98.17203,172
2017-07-16,100.0,206
2017-07-17,72.98739,142
2017-07-18,68.01272,102
2017-07-19,62.5261,111
2017-07-20,54.99856,93
2017-07-21,57.997840000000004,77
2017-07-22,64.1684,57
2017-07-23,72.11505,73
2017-07-24,60.65036,62
2017-07-25,48.86213,75
2017-07-26,46.71472,87
2017-07-27,38.60015,112
2017-07-28,37.40972,75
2017-07-29,35.52852,85
2017-07-30,34.383140000000004,97
2017-07-31,30.20573,67
2017-08-01,25.13139,87
2017-08-02,19.43591,46
2017-08-03,16.491239999999998,54
2017-08-04,15.31037,34
2017-08-05,30.52927,41
2017-08-06,16.90898,27
2017-08-07,13.272170000000001,20
2017-08-08,11.83465,36
2017-08-09,10.1473,28
2017-08-10,9.39372,21
2017-08-11,18.60452,19
2017-08-12,9.30362,17
