period,ratio,1
2017-05-03,100.0,1536
2017-05-04,67.12281999999999,997
2017-05-05,50.52052,969
2017-05-06,59.1554,815
2017-05-07,57.53505,691
2017-05-08,65.77953000000001,473
2017-05-09,96.24296,643
2017-05-10,48.57694,318
2017-05-11,45.11795,222
2017-05-12,43.38426,211
2017-05-13,54.55461,343
2017-05-14,50.12173,316
2017-05-15,46.37729,208
2017-05-16,50.79338,160
2017-05-17,41.83947,129
2017-05-18,61.57753,134
2017-05-19,32.2475,82
2017-05-20,29.72462,91
2017-05-21,26.10612,102
2017-05-22,28.456879999999998,51
2017-05-23,15.649389999999999,68
2017-05-24,27.94895,74
2017-05-25,17.70212,60
2017-05-26,15.15825,63
2017-05-27,17.09764,75
2017-05-28,21.08555,60
2017-05-29,20.2208,57
2017-05-30,11.26689,36
2017-05-31,27.818820000000002,60
2017-06-01,13.877920000000001,35
2017-06-02,12.29955,36
2017-06-03,16.060779999999998,50
