period,ratio,1
2017-11-29,75.57784000000001,279
2017-11-30,29.217959999999998,268
2017-12-01,23.98852,289
2017-12-02,100.0,310
2017-12-03,31.4647,343
2017-12-04,18.841620000000002,274
2017-12-05,16.11003,165
2017-12-06,16.01008,56
2017-12-07,12.36448,43
2017-12-08,11.751330000000001,33
2017-12-09,14.25218,39
2017-12-10,12.04125,53
2017-12-11,6.99828,24
2017-12-12,6.77152,29
2017-12-13,7.5194399999999995,22
2017-12-14,6.0067,15
2017-12-15,40.855920000000005,61
2017-12-16,54.3945,130
2017-12-17,42.53028,195
2017-12-18,31.14793,115
2017-12-19,21.31909,63
2017-12-20,22.23808,83
2017-12-21,15.57645,63
2017-12-22,13.10096,34
2017-12-23,15.52075,23
2017-12-24,19.71585,19
2017-12-25,18.76951,33
2017-12-26,9.89,20
2017-12-27,8.08734,11
2017-12-28,7.363289999999999,13
2017-12-29,7.77355,14
