period,ratio,1
2016-12-28,84.5524,118.0
2016-12-29,97.46553,33.0
2016-12-30,100.0,43.0
2016-12-31,90.0006,60.0
2017-01-01,87.43001,73.0
2017-01-02,93.85949000000001,62.0
2017-01-03,67.26265,60.0
2017-01-04,51.74282,21.0
2017-01-05,45.63843,28.0
2017-01-06,42.42971,21.0
2017-01-07,49.14815,45.0
2017-01-08,43.29059,37.0
2017-01-09,31.5273,20.0
2017-01-10,24.17675,15.0
2017-01-11,18.4456,15.0
2017-01-12,13.47299,6.0
2017-01-13,13.611460000000001,5.0
2017-01-14,15.40545,12.0
2017-01-15,11.84155,17.0
2017-01-16,7.64553,9.0
2017-01-17,6.784660000000001,3.0
2017-01-18,5.55053,3.0
2017-01-19,5.25555,6.0
2017-01-20,6.86292,1.0
2017-01-21,9.49972,7.0
2017-01-22,9.37932,9.0
2017-01-23,7.80205,4.0
2017-01-24,7.38065,
2017-01-25,6.778639999999999,5.0
2017-01-26,7.13382,11.0
2017-01-27,7.47095,5.0
2017-01-28,7.15188,2.0
