period,ratio,1
2017-09-06,100.0,1069
2017-09-07,33.655429999999996,690
2017-09-08,28.5911,520
2017-09-09,40.3027,789
2017-09-10,45.654709999999994,802
2017-09-11,15.41739,430
2017-09-12,11.176860000000001,306
2017-09-13,9.765,261
2017-09-14,8.41579,214
2017-09-15,10.63546,213
2017-09-16,25.5379,315
2017-09-17,15.81046,316
2017-09-18,8.42414,216
2017-09-19,6.03148,185
2017-09-20,7.02848,146
2017-09-21,5.09511,142
2017-09-22,5.10273,146
2017-09-23,6.75201,159
2017-09-24,6.3416,208
2017-09-25,3.7527699999999995,122
2017-09-26,3.4029800000000003,129
2017-09-27,2.87534,118
2017-09-28,2.46714,85
2017-09-29,2.81989,77
2017-09-30,3.4210800000000003,108
2017-10-01,3.72664,122
2017-10-02,3.37759,113
2017-10-03,2.3121400000000003,82
2017-10-04,2.02657,73
2017-10-05,1.72122,80
2017-10-06,1.59637,74
