period,ratio,1
2017-11-23,25.88735,49.0
2017-11-24,44.57996,1.0
2017-11-25,80.074,4.0
2017-11-26,64.02631,20.0
2017-11-27,53.323280000000004,16.0
2017-11-28,62.36809,3.0
2017-11-29,100.0,3.0
2017-11-30,82.6641,5.0
2017-12-01,51.41839,
2017-12-02,80.25215,9.0
2017-12-03,66.21899,5.0
2017-12-04,26.57256,1.0
2017-12-05,23.03686,2.0
2017-12-06,31.58832,4.0
2017-12-07,27.805940000000003,1.0
2017-12-08,23.818,3.0
2017-12-09,33.72618,3.0
2017-12-10,23.74948,1.0
2017-12-11,4.65944,2.0
2017-12-12,2.20638,1.0
2017-12-13,1.79525,
2017-12-14,2.01452,1.0
2017-12-15,2.2749,
2017-12-16,2.3571299999999997,2.0
2017-12-17,1.98711,2.0
2017-12-18,1.16486,
2017-12-19,1.15115,
2017-12-20,1.12374,
2017-12-21,1.00041,1.0
2017-12-22,0.90448,1.0
2017-12-23,1.04152,1.0
