period,ratio,1
2016-12-21,9.88213,269
2016-12-22,10.00302,7
2016-12-23,16.016920000000002,3
2016-12-24,21.69839,44
2016-12-25,21.72861,64
2016-12-26,33.242670000000004,16
2016-12-27,45.87488,20
2016-12-28,61.37805,10
2016-12-29,53.27893,9
2016-12-30,59.897240000000004,14
2016-12-31,59.655480000000004,25
2017-01-01,64.46056,12
2017-01-02,90.66183000000001,12
2017-01-03,80.77969,12
2017-01-04,91.68933,7
2017-01-05,84.34572,10
2017-01-06,100.0,9
2017-01-07,92.71683,4
2017-01-08,88.72771,7
2017-01-09,55.45482,1
2017-01-10,31.036559999999998,2
2017-01-11,25.92928,3
2017-01-12,24.14626,2
2017-01-13,25.29465,4
2017-01-14,29.9184,3
2017-01-15,27.65185,1
2017-01-16,22.907220000000002,3
2017-01-17,20.852220000000003,2
2017-01-18,19.0692,2
2017-01-19,18.49501,1
2017-01-20,18.34391,7
2017-01-21,20.64067,4
