period,ratio,1
2018-02-01,78.86899,45.0
2018-02-02,82.0293,31.0
2018-02-03,100.0,21.0
2018-02-04,97.85002,41.0
2018-02-05,56.02375,26.0
2018-02-06,51.21145,15.0
2018-02-07,54.43401,24.0
2018-02-08,34.28461,9.0
2018-02-09,30.92319,12.0
2018-02-10,32.07718,14.0
2018-02-11,29.16108,12.0
2018-02-12,18.30588,9.0
2018-02-13,14.173520000000002,7.0
2018-02-14,11.42501,2.0
2018-02-15,9.81133,5.0
2018-02-16,9.868789999999999,2.0
2018-02-17,12.44972,
2018-02-18,15.246120000000001,5.0
2018-02-19,10.055539999999999,5.0
2018-02-20,5.3102800000000006,4.0
2018-02-21,5.33901,6.0
2018-02-22,4.11319,5.0
2018-02-23,3.91687,3.0
2018-02-24,4.75483,2.0
2018-02-25,4.43401,3.0
2018-02-26,3.7828,2.0
2018-02-27,3.73012,
2018-02-28,3.25608,4.0
2018-03-01,3.6008400000000003,
