period,ratio,1
2018-02-28,100.0,897
2018-03-01,58.15996,1134
2018-03-02,50.48478,638
2018-03-03,38.49293,526
2018-03-04,40.32156,642
2018-03-05,23.6675,344
2018-03-06,17.30556,260
2018-03-07,16.55773,278
2018-03-08,16.22825,213
2018-03-09,16.77459,208
2018-03-10,25.05846,307
2018-03-11,28.07631,360
2018-03-12,16.90326,200
2018-03-13,14.46314,154
2018-03-14,10.02943,108
2018-03-15,9.665980000000001,121
2018-03-16,11.00575,127
2018-03-17,16.01745,143
2018-03-18,17.97405,192
2018-03-19,8.7448,125
2018-03-20,7.74056,80
2018-03-21,9.11919,81
2018-03-22,6.17509,64
2018-03-23,6.73003,58
2018-03-24,8.72177,82
2018-03-25,7.61793,93
2018-03-26,5.05241,50
2018-03-27,4.57169,63
2018-03-28,3.88691,52
