period,ratio,1
2017-03-16,58.998369999999994,295
2017-03-17,59.29237,289
2017-03-18,73.56042,197
2017-03-19,59.99391,259
2017-03-20,41.31589,176
2017-03-21,35.36699,64
2017-03-22,33.88483,43
2017-03-23,24.20316,21
2017-03-24,18.602999999999998,12
2017-03-25,21.751820000000002,11
2017-03-26,25.80494,16
2017-03-27,8.3678,10
2017-03-28,59.49918,27
2017-03-29,100.0,66
2017-03-30,66.23884,51
2017-03-31,50.70965,31
2017-04-01,85.67923,48
2017-04-02,54.64111,25
2017-04-03,24.75466,14
2017-04-04,19.76074,18
2017-04-05,20.01622,8
2017-04-06,16.51865,6
2017-04-07,15.90429,8
2017-04-08,17.85077,7
2017-04-09,41.44566,7
2017-04-10,10.39132,3
2017-04-11,14.0815,3
2017-04-12,12.6034,9
2017-04-13,11.508510000000001,5
2017-04-14,13.02716,6
2017-04-15,15.20478,4
2017-04-16,15.48864,7
