period,ratio,1
2017-06-15,53.0776,13
2017-06-16,57.22569,7
2017-06-17,59.25958000000001,8
2017-06-18,55.63782,8
2017-06-19,60.55307,9
2017-06-20,53.76449,8
2017-06-21,52.702940000000005,8
2017-06-22,51.132909999999995,12
2017-06-23,100.0,19
2017-06-24,84.08563000000001,13
2017-06-25,68.42105,20
2017-06-26,59.214980000000004,16
2017-06-27,44.74576,10
2017-06-28,37.42194,12
2017-06-29,33.77341,7
2017-06-30,31.48974,5
2017-07-01,29.901870000000002,11
2017-07-02,28.42105,7
2017-07-03,36.52988,7
2017-07-04,34.60303,5
2017-07-05,22.47992,1
2017-07-06,17.42194,4
2017-07-07,19.901870000000002,3
2017-07-08,17.43978,5
2017-07-09,17.32381,10
2017-07-10,18.27832,4
2017-07-11,14.371089999999999,3
2017-07-12,15.29884,3
2017-07-13,12.3818,1
2017-07-14,12.73862,1
2017-07-15,13.880460000000001,5
