period,ratio,1
2017-02-22,100.0,273
2017-02-23,11.403839999999999,142
2017-02-24,9.053560000000001,72
2017-02-25,8.26075,76
2017-02-26,8.09043,97
2017-02-27,5.50496,53
2017-02-28,4.501519999999999,37
2017-03-01,3.08208,28
2017-03-02,2.12419,14
2017-03-03,1.60715,4
2017-03-04,1.67451,4
2017-03-05,1.55691,6
2017-03-06,1.13814,8
2017-03-07,20.62276,70
2017-03-08,17.243370000000002,90
2017-03-09,13.88745,50
2017-03-10,9.2537,37
2017-03-11,21.74021,41
2017-03-12,15.32649,37
2017-03-13,5.0770800000000005,26
2017-03-14,3.9742699999999997,20
2017-03-15,3.4161,15
2017-03-16,3.17235,16
2017-03-17,3.24136,7
2017-03-18,4.29752,8
2017-03-19,20.361620000000002,20
2017-03-20,3.7835199999999998,23
2017-03-21,3.3216900000000003,14
2017-03-22,2.42619,6
