period,ratio,1
2017-12-21,33.73615,105
2017-12-22,49.24471,6
2017-12-23,82.52382,70
2017-12-24,100.0,121
2017-12-25,81.40831,179
2017-12-26,42.62917,145
2017-12-27,36.01363,53
2017-12-28,32.97699,36
2017-12-29,37.965759999999996,64
2017-12-30,44.93764,21
2017-12-31,43.492909999999995,23
2018-01-01,44.12038,32
2018-01-02,29.28189,23
2018-01-03,24.7308,27
2018-01-04,16.77124,35
2018-01-05,13.874039999999999,38
2018-01-06,16.999760000000002,33
2018-01-07,14.47052,26
2018-01-08,8.08738,15
2018-01-09,5.98419,13
2018-01-10,7.90533,15
2018-01-11,10.54303,18
2018-01-12,12.82051,14
2018-01-13,14.4589,24
2018-01-14,12.47579,14
2018-01-15,8.65675,8
2018-01-16,7.68456,12
2018-01-17,6.97962,6
2018-01-18,5.782780000000001,7
2018-01-19,6.43736,4
2018-01-20,8.51344,3
2018-01-21,8.056389999999999,3
