period,ratio,1
2017-08-02,100.0,4958
2017-08-03,50.45772,4466
2017-08-04,31.91747,2751
2017-08-05,36.1627,2830
2017-08-06,36.3758,3153
2017-08-07,27.460309999999996,2185
2017-08-08,22.77047,2036
2017-08-09,19.56394,1766
2017-08-10,18.61926,1680
2017-08-11,15.118520000000002,1264
2017-08-12,18.492420000000003,1238
2017-08-13,23.34088,1405
2017-08-14,18.83693,1244
2017-08-15,18.98929,1291
2017-08-16,12.67455,922
2017-08-17,9.77149,898
2017-08-18,9.57333,786
2017-08-19,11.91871,804
2017-08-20,19.7144,972
2017-08-21,9.48877,527
2017-08-22,6.50552,463
2017-08-23,6.25209,581
2017-08-24,5.73767,538
2017-08-25,4.75684,447
2017-08-26,6.02444,619
2017-08-27,6.0042800000000005,618
2017-08-28,3.96211,367
2017-08-29,3.38303,342
2017-08-30,3.5490199999999996,384
2017-08-31,2.82182,312
2017-09-01,3.39555,224
2017-09-02,4.33938,278
