period,ratio,1
2018-02-22,27.91292,269
2018-02-23,47.69384,276
2018-02-24,56.18727,388
2018-02-25,45.53921,334
2018-02-26,48.72807,306
2018-02-27,69.72948000000001,411
2018-02-28,100.0,204
2018-03-01,52.44238000000001,165
2018-03-02,36.0338,129
2018-03-03,44.28535,125
2018-03-04,42.75626,177
2018-03-05,42.00005,177
2018-03-06,46.22869,141
2018-03-07,28.04637,110
2018-03-08,23.83997,105
2018-03-09,18.16842,82
2018-03-10,21.7326,116
2018-03-11,23.05596,131
2018-03-12,19.54182,95
2018-03-13,14.298420000000002,75
2018-03-14,15.235339999999999,62
2018-03-15,13.27254,58
2018-03-16,9.199580000000001,49
2018-03-17,9.1829,71
2018-03-18,12.24109,65
2018-03-19,10.21435,66
2018-03-20,5.24896,42
2018-03-21,12.26333,49
2018-03-22,12.60529,25
