period,ratio,1
2017-05-24,19.25371,737
2017-05-25,36.158429999999996,700
2017-05-26,39.357929999999996,360
2017-05-27,41.85004,685
2017-05-28,39.76833,729
2017-05-29,70.33776999999999,383
2017-05-30,42.719440000000006,261
2017-05-31,100.0,307
2017-06-01,47.87104,235
2017-06-02,43.623940000000005,198
2017-06-03,51.17585,267
2017-06-04,53.72465,287
2017-06-05,55.61195,245
2017-06-06,63.25566,280
2017-06-07,39.39843,170
2017-06-08,32.85093,182
2017-06-09,22.05902,151
2017-06-10,22.03472,173
2017-06-11,24.661820000000002,165
2017-06-12,19.31851,106
2017-06-13,13.81321,76
2017-06-14,11.73691,95
2017-06-15,22.561220000000002,93
2017-06-16,9.1854,84
2017-06-17,13.39741,101
2017-06-18,15.203710000000001,74
2017-06-19,12.803410000000001,74
2017-06-20,10.791910000000001,68
2017-06-21,24.71582,74
2017-06-22,11.67211,66
2017-06-23,9.4068,54
2017-06-24,10.80541,54
