period,ratio,1
2017-10-26,100.0,
2017-10-27,98.06028,
2017-10-28,65.2087,
2017-10-29,58.685930000000006,
2017-10-30,48.42635,317.0
2017-10-31,54.625840000000004,69.0
2017-11-01,33.93553,61.0
2017-11-02,47.0096,46.0
2017-11-03,42.97803,20.0
2017-11-04,45.51678,17.0
2017-11-05,44.06199,28.0
2017-11-06,23.63791,22.0
2017-11-07,23.76152,18.0
2017-11-08,18.5319,11.0
2017-11-09,11.78092,10.0
2017-11-10,11.56223,8.0
2017-11-11,17.162679999999998,5.0
2017-11-12,16.47808,5.0
2017-11-13,11.429110000000001,5.0
2017-11-14,14.1295,7.0
2017-11-15,10.98221,7.0
2017-11-16,8.671669999999999,1.0
2017-11-17,7.96805,3.0
2017-11-18,9.56546,6.0
2017-11-19,7.6542699999999995,4.0
2017-11-20,5.83816,2.0
2017-11-21,5.16306,3.0
2017-11-22,4.8588,4.0
2017-11-23,4.39288,2.0
2017-11-24,5.15356,1.0
2017-11-25,5.50537,1.0
2017-11-26,4.61158,3.0
