period,ratio,1
2017-05-31,100.0,1233
2017-06-01,23.50048,1166
2017-06-02,16.738429999999997,951
2017-06-03,23.93715,937
2017-06-04,21.19732,1219
2017-06-05,17.145570000000003,771
2017-06-06,17.04113,807
2017-06-07,8.53585,387
2017-06-08,4.716,304
2017-06-09,5.51307,255
2017-06-10,7.89975,227
2017-06-11,7.076630000000001,272
2017-06-12,4.449330000000001,183
2017-06-13,3.28031,127
2017-06-14,3.1541200000000003,156
2017-06-15,2.5649900000000003,129
2017-06-16,2.60891,101
2017-06-17,4.04291,124
2017-06-18,4.20094,107
2017-06-19,2.26848,107
2017-06-20,1.8033299999999999,83
2017-06-21,1.60979,93
2017-06-22,1.40858,69
2017-06-23,1.43232,71
2017-06-24,1.96577,69
2017-06-25,1.7294599999999998,84
2017-06-26,1.13476,60
2017-06-27,1.0714,60
2017-06-28,1.15798,58
2017-06-29,1.16901,47
2017-06-30,1.14401,36
