period,ratio,1
2017-02-16,77.42459000000001,85
2017-02-17,78.32101999999999,69
2017-02-18,100.0,150
2017-02-19,87.48058,161
2017-02-20,59.658359999999995,67
2017-02-21,56.72674,67
2017-02-22,55.25386999999999,61
2017-02-23,52.01637,74
2017-02-24,51.97167,74
2017-02-25,58.8184,89
2017-02-26,56.64909,126
2017-02-27,53.15514,71
2017-02-28,53.59041,77
2017-03-01,52.176359999999995,141
2017-03-02,20.27198,42
2017-03-03,20.448439999999998,23
2017-03-04,35.31127,54
2017-03-05,31.66439,58
2017-03-06,13.152320000000001,15
2017-03-07,11.45828,12
2017-03-08,10.49832,16
2017-03-09,10.38304,10
2017-03-10,12.38765,7
2017-03-11,21.83426,23
2017-03-12,21.24605,36
2017-03-13,8.32666,13
2017-03-14,8.060789999999999,9
2017-03-15,7.453760000000001,10
2017-03-16,6.9737800000000005,7
