period,ratio,1
2017-03-01,100.0,1674
2017-03-02,48.20525,968
2017-03-03,44.06492,683
2017-03-04,66.06957,893
2017-03-05,64.97547,1076
2017-03-06,36.58982,625
2017-03-07,28.04907,328
2017-03-08,25.644070000000003,349
2017-03-09,22.98435,258
2017-03-10,24.09551,245
2017-03-11,36.55885,425
2017-03-12,32.410309999999996,513
2017-03-13,18.77259,271
2017-03-14,14.780479999999999,232
2017-03-15,13.273320000000002,195
2017-03-16,11.42422,164
2017-03-17,12.4706,119
2017-03-18,27.75168,224
2017-03-19,15.54875,264
2017-03-20,10.89455,153
2017-03-21,33.374520000000004,117
2017-03-22,9.753680000000001,116
2017-03-23,6.78804,86
2017-03-24,6.98935,78
2017-03-25,9.04292,112
2017-03-26,8.552760000000001,95
2017-03-27,4.42317,52
2017-03-28,3.69251,62
2017-03-29,3.4422099999999998,44
2017-03-30,2.7836,34
2017-03-31,3.20234,28
2017-04-01,4.1122,33
