period,ratio,1
2017-10-03,100.0,1509
2017-10-04,97.11984,1861
2017-10-05,72.71424,1910
2017-10-06,58.92913000000001,1631
2017-10-07,44.41352,1217
2017-10-08,30.36935,1031
2017-10-09,26.639129999999998,988
2017-10-10,12.04899,438
2017-10-11,8.8949,318
2017-10-12,8.76247,283
2017-10-13,7.4741,246
2017-10-14,12.016110000000001,329
2017-10-15,8.37964,329
2017-10-16,5.56266,213
2017-10-17,4.51184,137
2017-10-18,5.14398,136
2017-10-19,4.21099,149
2017-10-20,3.7678199999999995,119
2017-10-21,4.58218,148
2017-10-22,4.59301,146
2017-10-23,2.80845,106
2017-10-24,3.00271,82
2017-10-25,2.32213,56
2017-10-26,2.17563,65
2017-10-27,4.32773,71
2017-10-28,2.93439,70
2017-10-29,2.69171,74
2017-10-30,1.7836,61
2017-10-31,1.5794700000000002,36
2017-11-01,1.38887,46
2017-11-02,1.25698,44
2017-11-03,1.39915,34
