period,ratio,1
2017-07-05,55.269180000000006,1478
2017-07-06,57.0346,1169
2017-07-07,60.415530000000004,778
2017-07-08,59.441219999999994,1074
2017-07-09,51.44689,1323
2017-07-10,72.16971,830
2017-07-11,65.36619,577
2017-07-12,70.98721,524
2017-07-13,64.4585,420
2017-07-14,74.36399,415
2017-07-15,74.04338,616
2017-07-16,81.65465999999999,663
2017-07-17,58.37531,437
2017-07-18,46.529540000000004,332
2017-07-19,53.1665,370
2017-07-20,78.24041,329
2017-07-21,42.65312,286
2017-07-22,42.39913,320
2017-07-23,49.90215,318
2017-07-24,40.33393,264
2017-07-25,32.1314,259
2017-07-26,100.0,398
2017-07-27,56.44751,263
2017-07-28,57.409330000000004,214
2017-07-29,39.43456,236
2017-07-30,34.24241,213
2017-07-31,42.65312,198
2017-08-01,27.63875,194
2017-08-02,39.72602,176
2017-08-03,57.20531,186
2017-08-04,19.1406,142
2017-08-05,13.41966,134
