period,ratio,1
2017-10-19,100.0,621
2017-10-20,23.56766,533
2017-10-21,25.8049,712
2017-10-22,14.74407,477
2017-10-23,7.878480000000001,303
2017-10-24,7.7228,250
2017-10-25,6.99419,168
2017-10-26,3.9617699999999996,110
2017-10-27,4.08997,76
2017-10-28,4.71967,115
2017-10-29,4.39295,131
2017-10-30,2.27724,72
2017-10-31,2.01397,56
2017-11-01,1.4727700000000001,59
2017-11-02,1.24384,44
2017-11-03,1.18787,29
2017-11-04,1.41195,39
2017-11-05,1.21686,24
2017-11-06,0.5734199999999999,11
2017-11-07,0.48412,18
2017-11-08,0.63394,13
2017-11-09,0.64586,10
2017-11-10,0.52463,13
2017-11-11,0.6570699999999999,9
2017-11-12,0.51139,10
2017-11-13,0.23256,2
2017-11-14,0.36117,7
2017-11-15,0.59777,11
2017-11-16,0.48705,4
2017-11-17,0.5716100000000001,7
2017-11-18,21.96123,25
2017-11-19,1.10361,8
