period,ratio,1
2017-11-02,100.0,375
2017-11-03,50.71267,652
2017-11-04,33.42698,535
2017-11-05,39.01566,424
2017-11-06,15.0045,217
2017-11-07,10.48638,519
2017-11-08,10.34041,160
2017-11-09,10.36549,150
2017-11-10,10.06594,129
2017-11-11,17.15042,160
2017-11-12,11.16553,136
2017-11-13,6.05506,86
2017-11-14,4.79231,78
2017-11-15,4.36651,60
2017-11-16,3.83926,48
2017-11-17,3.65721,37
2017-11-18,4.963080000000001,50
2017-11-19,4.20672,50
2017-11-20,2.5562099999999996,37
2017-11-21,2.5114099999999997,26
2017-11-22,2.0853200000000003,36
2017-11-23,1.7254599999999998,30
2017-11-24,1.6088,31
2017-11-25,1.9004599999999998,33
2017-11-26,1.6550099999999999,25
2017-11-27,1.10522,10
2017-11-28,0.96995,16
2017-11-29,0.77185,10
2017-11-30,0.75522,12
2017-12-01,0.9138799999999999,9
2017-12-02,25.936139999999998,16
