period,ratio,1
2017-11-15,100.0,1285
2017-11-16,48.35799,1419
2017-11-17,30.361159999999998,1066
2017-11-18,36.85322,1307
2017-11-19,28.80364,1066
2017-11-20,17.235,695
2017-11-21,11.255930000000001,531
2017-11-22,9.70487,238
2017-11-23,8.12674,226
2017-11-24,8.14172,234
2017-11-25,11.07676,405
2017-11-26,9.209769999999999,317
2017-11-27,5.71491,183
2017-11-28,4.556769999999999,197
2017-11-29,4.0138,106
2017-11-30,4.8074699999999995,110
2017-12-01,3.31245,67
2017-12-02,4.04208,98
2017-12-03,3.3925,94
2017-12-04,2.23861,51
2017-12-05,1.88078,32
2017-12-06,1.66431,33
2017-12-07,1.41855,20
2017-12-08,1.59091,32
2017-12-09,1.9702,26
2017-12-10,1.60913,26
2017-12-11,1.11028,20
2017-12-12,0.9803299999999999,11
2017-12-13,1.07434,12
2017-12-14,1.05799,15
2017-12-15,1.12186,22
