period,ratio,1
2016-12-07,59.11928,307
2016-12-08,81.69024,415
2016-12-09,83.78339,384
2016-12-10,94.41427,566
2016-12-11,100.0,696
2016-12-12,92.72426999999999,505
2016-12-13,72.46045,407
2016-12-14,65.16113,356
2016-12-15,63.99225,318
2016-12-16,66.07132,323
2016-12-17,77.65089,456
2016-12-18,82.82684,666
2016-12-19,70.62475,410
2016-12-20,59.364309999999996,357
2016-12-21,50.14569,303
2016-12-22,49.286,273
2016-12-23,51.124590000000005,321
2016-12-24,61.41069,483
2016-12-25,63.356069999999995,684
2016-12-26,49.72019,458
2016-12-27,43.18744,338
2016-12-28,44.48381,412
2016-12-29,40.05745,352
2016-12-30,43.80458,336
2016-12-31,43.041740000000004,376
2017-01-01,42.51814,470
2017-01-02,35.18613,357
2017-01-03,28.839640000000003,277
2017-01-04,25.43232,237
2017-01-05,22.62187,186
2017-01-06,27.84708,210
2017-01-07,28.05197,232
