period,ratio,1
2017-03-08,32.12838,484
2017-03-09,46.75458,397
2017-03-10,39.81091,398
2017-03-11,57.17009,946
2017-03-12,51.98617,864
2017-03-13,54.178909999999995,419
2017-03-14,62.302369999999996,414
2017-03-15,59.378719999999994,363
2017-03-16,88.01144000000001,181
2017-03-17,100.0,190
2017-03-18,72.1538,242
2017-03-19,63.97473000000001,300
2017-03-20,30.95257,141
2017-03-21,20.81909,91
2017-03-22,25.43497,72
2017-03-23,21.27591,69
2017-03-24,13.29943,47
2017-03-25,15.76229,83
2017-03-26,24.680220000000002,87
2017-03-27,14.45539,47
2017-03-28,10.8326,25
2017-03-29,35.08381,29
2017-03-30,14.49908,19
2017-03-31,11.460230000000001,19
2017-04-01,12.787,20
2017-04-02,16.72757,14
2017-04-03,4.53642,11
2017-04-04,0.36148,9
2017-04-05,0.42106000000000005,8
2017-04-06,0.48858999999999997,13
2017-04-07,1.2592299999999998,20
2017-04-08,6.81655,66
