period,ratio,1
2017-01-25,57.67735,5.0
2017-01-26,60.5928,15.0
2017-01-27,66.71525,36.0
2017-01-28,63.94557,17.0
2017-01-29,100.0,41.0
2017-01-30,96.20991,57.0
2017-01-31,46.2585,15.0
2017-02-01,34.49951,11.0
2017-02-02,36.92905,5.0
2017-02-03,57.19144,8.0
2017-02-04,88.53255,28.0
2017-02-05,84.45092,37.0
2017-02-06,35.22837,5.0
2017-02-07,36.58892,10.0
2017-02-08,35.034009999999995,7.0
2017-02-09,31.09815,10.0
2017-02-10,39.69873,8.0
2017-02-11,64.72303000000001,10.0
2017-02-12,54.2274,21.0
2017-02-13,27.01652,3.0
2017-02-14,21.963070000000002,1.0
2017-02-15,20.35957,2.0
2017-02-16,20.408160000000002,4.0
2017-02-17,21.52575,5.0
2017-02-18,27.939740000000004,5.0
2017-02-19,22.54616,6.0
2017-02-20,15.69484,
2017-02-21,13.84839,1.0
2017-02-22,15.11175,1.0
2017-02-23,12.82798,3.0
2017-02-24,12.29348,2.0
2017-02-25,15.9378,4.0
