period,ratio,1
2017-03-09,53.35229,30.0
2017-03-10,43.99722,31.0
2017-03-11,51.32159,27.0
2017-03-12,100.0,16.0
2017-03-13,28.5209,16.0
2017-03-14,27.893829999999998,17.0
2017-03-15,31.20784,14.0
2017-03-16,17.5617,14.0
2017-03-17,17.55805,8.0
2017-03-18,13.369060000000001,3.0
2017-03-19,11.78679,2.0
2017-03-20,5.02752,3.0
2017-03-21,3.7806699999999998,1.0
2017-03-22,3.7551400000000004,2.0
2017-03-23,3.22286,2.0
2017-03-24,3.19005,1.0
2017-03-25,3.9666,1.0
2017-03-26,4.76138,1.0
2017-03-27,2.89839,3.0
2017-03-28,2.65047,2.0
2017-03-29,3.2556700000000003,
2017-03-30,2.7562,1.0
2017-03-31,3.3832800000000005,1.0
2017-04-01,4.07233,1.0
2017-04-02,4.25826,4.0
2017-04-03,2.69422,1.0
2017-04-04,2.4718299999999997,2.0
2017-04-05,2.62131,
2017-04-06,2.49735,1.0
2017-04-07,2.3734,1.0
2017-04-08,2.91297,
2017-04-09,3.53275,
