period,ratio,1
2017-08-03,23.66067,133
2017-08-04,20.97534,19
2017-08-05,20.61715,12
2017-08-06,100.0,25
2017-08-07,23.8342,17
2017-08-08,25.747529999999998,30
2017-08-09,22.5772,29
2017-08-10,26.810979999999997,23
2017-08-11,21.55379,15
2017-08-12,20.1188,25
2017-08-13,22.19231,21
2017-08-14,29.400640000000003,25
2017-08-15,25.671879999999998,24
2017-08-16,18.61484,21
2017-08-17,20.9531,17
2017-08-18,17.23102,25
2017-08-19,17.671529999999997,17
2017-08-20,17.97632,13
2017-08-21,12.87932,21
2017-08-22,10.36308,19
2017-08-23,9.6022,16
2017-08-24,8.398589999999999,19
2017-08-25,7.82682,20
2017-08-26,8.32295,25
2017-08-27,7.3929800000000006,18
2017-08-28,7.1883,24
2017-08-29,8.06932,17
2017-08-30,6.09593,18
2017-08-31,4.61644,5
2017-09-01,5.239380000000001,11
2017-09-02,5.59312,10
2017-09-03,5.07475,11
