period,ratio,1
2017-12-07,100.0,48
2017-12-08,79.84475,26
2017-12-09,63.42094,38
2017-12-10,47.208220000000004,18
2017-12-11,37.43701,13
2017-12-12,31.335959999999996,12
2017-12-13,33.82132,13
2017-12-14,26.835079999999998,12
2017-12-15,26.916790000000002,8
2017-12-16,30.02178,6
2017-12-17,28.56461,9
2017-12-18,22.15034,7
2017-12-19,22.98787,2
2017-12-20,23.39643,5
2017-12-21,37.32125,5
2017-12-22,34.924409999999995,5
2017-12-23,36.33392,4
2017-12-24,34.93803,9
2017-12-25,36.44287,9
2017-12-26,25.9635,5
2017-12-27,23.84583,4
2017-12-28,20.33909,4
2017-12-29,19.84202,5
2017-12-30,23.51899,7
2017-12-31,23.17853,4
2018-01-01,32.29606,2
2018-01-02,32.35734,4
2018-01-03,44.51177,4
2018-01-04,35.721090000000004,5
2018-01-05,34.27754,3
2018-01-06,38.19283,8
2018-01-07,35.5032,9
