period,ratio,1
2016-12-21,100.0,1193
2016-12-22,67.25376,997
2016-12-23,63.16494,845
2016-12-24,76.77731,1490
2016-12-25,71.32373,2329
2016-12-26,47.41061,1267
2016-12-27,35.08487,695
2016-12-28,36.52458,846
2016-12-29,32.97789,631
2016-12-30,33.1162,571
2016-12-31,38.157790000000006,918
2017-01-01,36.54388,1247
2017-01-02,25.39143,691
2017-01-03,20.3955,450
2017-01-04,17.829279999999997,409
2017-01-05,16.095,335
2017-01-06,18.19835,323
2017-01-07,23.44843,508
2017-01-08,23.18066,608
2017-01-09,13.932379999999998,323
2017-01-10,11.41658,218
2017-01-11,10.30234,193
2017-01-12,9.19331,165
2017-01-13,10.82221,179
2017-01-14,13.59034,287
2017-01-15,13.70526,365
2017-01-16,9.253730000000001,175
2017-01-17,7.34797,129
2017-01-18,9.97142,153
2017-01-19,6.93007,109
2017-01-20,5.90077,102
2017-01-21,6.2394099999999995,130
