period,ratio,1
2017-03-29,62.95503000000001,33.0
2017-03-30,100.0,24.0
2017-03-31,82.31558000000001,17.0
2017-04-01,80.15949,26.0
2017-04-02,67.34106,32.0
2017-04-03,57.52049,28.0
2017-04-04,54.31588000000001,14.0
2017-04-05,64.38011999999999,22.0
2017-04-06,48.010040000000004,5.0
2017-04-07,44.60606,8.0
2017-04-08,55.12811,14.0
2017-04-09,54.43402,14.0
2017-04-10,36.26227,13.0
2017-04-11,33.95111,12.0
2017-04-12,36.557629999999996,15.0
2017-04-13,29.24758,7.0
2017-04-14,34.61566,9.0
2017-04-15,42.05124,11.0
2017-04-16,44.92357,7.0
2017-04-17,30.746509999999997,8.0
2017-04-18,24.85416,8.0
2017-04-19,23.02296,8.0
2017-04-20,17.4112,3.0
2017-04-21,18.2382,2.0
2017-04-22,20.60843,9.0
2017-04-23,21.22867,5.0
2017-04-24,13.822629999999998,2.0
2017-04-25,11.95451,4.0
2017-04-26,12.47138,4.0
2017-04-27,12.500919999999999,
2017-04-28,12.93657,2.0
2017-04-29,17.18969,2.0
