period,ratio,1
2017-05-18,96.52278000000001,4
2017-05-19,96.26298,6
2017-05-20,99.34052,6
2017-05-21,90.40767,6
2017-05-22,89.30855,11
2017-05-23,100.0,8
2017-05-24,96.58273,5
2017-05-25,84.85211,4
2017-05-26,84.57234,2
2017-05-27,99.70023,9
2017-05-28,95.72341999999999,9
2017-05-29,46.22302,7
2017-05-30,30.21582,5
2017-05-31,32.71382,7
2017-06-01,26.45883,11
2017-06-02,29.81614,5
2017-06-03,35.69144,4
2017-06-04,33.273379999999996,4
2017-06-05,44.04476,4
2017-06-06,65.60750999999999,10
2017-06-07,30.9952,3
2017-06-08,25.2398,5
2017-06-09,25.47961,2
2017-06-10,30.875290000000003,10
2017-06-11,27.77777,3
2017-06-12,25.219820000000002,3
2017-06-13,46.14308,7
2017-06-14,22.72182,6
2017-06-15,17.94564,4
2017-06-16,17.04636,4
2017-06-17,20.34372,2
2017-06-18,21.82254,3
