period,ratio,1
2017-04-05,100.0,446
2017-04-06,36.86931,294
2017-04-07,34.915929999999996,196
2017-04-08,59.849830000000004,330
2017-04-09,40.91,354
2017-04-10,22.532239999999998,160
2017-04-11,17.26054,117
2017-04-12,11.96524,102
2017-04-13,10.3609,72
2017-04-14,12.323310000000001,76
2017-04-15,13.41484,78
2017-04-16,11.18597,83
2017-04-17,7.6643300000000005,44
2017-04-18,6.10024,38
2017-04-19,5.65266,31
2017-04-20,3.74022,20
2017-04-21,4.0288900000000005,18
2017-04-22,4.624969999999999,16
2017-04-23,3.95256,17
2017-04-24,2.59386,18
2017-04-25,2.28507,10
2017-04-26,1.9742,9
2017-04-27,1.98322,6
2017-04-28,2.29201,9
2017-04-29,3.2260299999999997,10
2017-04-30,2.51962,7
2017-05-01,2.02763,11
2017-05-02,3.8984300000000003,4
2017-05-03,6.22861,19
2017-05-04,5.79075,11
2017-05-05,6.701169999999999,17
