period,ratio,1
2017-10-12,100.0,378
2017-10-13,74.93724,293
2017-10-14,86.94487,265
2017-10-15,54.17525,249
2017-10-16,35.990629999999996,193
2017-10-17,32.55226,124
2017-10-18,28.128109999999996,104
2017-10-19,35.053909999999995,96
2017-10-20,19.330270000000002,55
2017-10-21,24.24663,52
2017-10-22,21.38179,66
2017-10-23,13.45757,62
2017-10-24,17.1876,45
2017-10-25,14.506470000000002,51
2017-10-26,8.077060000000001,26
2017-10-27,7.62553,38
2017-10-28,7.38995,26
2017-10-29,8.01396,28
2017-10-30,4.1843699999999995,6
2017-10-31,3.43275,6
2017-11-01,3.2252099999999997,20
2017-11-02,4.06657,10
2017-11-03,3.49585,16
2017-11-04,4.15071,14
2017-11-05,3.24485,12
2017-11-06,2.48762,11
2017-11-07,2.24923,13
2017-11-08,1.99262,7
2017-11-09,4.79996,9
2017-11-10,6.25972,11
2017-11-11,9.41763,10
2017-11-12,9.37837,10
