period,ratio,1
2017-09-28,44.2569,24
2017-09-29,59.18456,3
2017-09-30,82.90223,11
2017-10-01,99.71503,17
2017-10-02,98.02718,26
2017-10-03,79.15387,8
2017-10-04,78.80315,10
2017-10-05,96.0982,15
2017-10-06,100.0,13
2017-10-07,85.77378,12
2017-10-08,79.15387,13
2017-10-09,68.39105,21
2017-10-10,23.49846,8
2017-10-11,15.01534,8
2017-10-12,15.1907,6
2017-10-13,17.84305,7
2017-10-14,24.41911,12
2017-10-15,19.04866,9
2017-10-16,9.64489,7
2017-10-17,7.4090300000000004,8
2017-10-18,8.37352,5
2017-10-19,10.543619999999999,6
2017-10-20,14.883820000000002,3
2017-10-21,22.46821,3
2017-10-22,19.5309,7
2017-10-23,9.60105,3
2017-10-24,6.68566,6
2017-10-25,6.6199,4
2017-10-26,6.70758,3
2017-10-27,9.1188,1
2017-10-28,12.77948,5
