period,ratio,1
2017-07-20,100.0,1611
2017-07-21,51.09876,1368
2017-07-22,53.96031,1174
2017-07-23,44.74188,1282
2017-07-24,32.36942,966
2017-07-25,23.705,700
2017-07-26,33.60876,958
2017-07-27,25.33886,791
2017-07-28,23.10984,666
2017-07-29,24.10684,715
2017-07-30,22.191370000000003,742
2017-07-31,18.77935,629
2017-08-01,13.29215,493
2017-08-02,11.4724,468
2017-08-03,11.20632,336
2017-08-04,8.868160000000001,266
2017-08-05,8.089,242
2017-08-06,7.9274,235
2017-08-07,6.242290000000001,189
2017-08-08,5.48309,171
2017-08-09,4.3440199999999995,153
2017-08-10,4.8297,156
2017-08-11,3.66889,124
2017-08-12,4.47467,130
2017-08-13,5.4610199999999995,129
2017-08-14,4.37585,114
2017-08-15,3.7574,90
2017-08-16,2.23046,61
2017-08-17,2.10413,76
2017-08-18,1.6324100000000001,57
2017-08-19,1.85768,68
2017-08-20,2.15004,73
