period,ratio,1
2018-02-22,42.51365,130
2018-02-23,100.0,185
2018-02-24,39.7921,155
2018-02-25,35.3539,205
2018-02-26,30.65816,182
2018-02-27,29.50185,119
2018-02-28,37.04981,149
2018-03-01,28.50508,175
2018-03-02,19.45392,130
2018-03-03,22.84264,107
2018-03-04,20.45052,136
2018-03-05,10.71353,89
2018-03-06,7.883610000000001,55
2018-03-07,6.05392,36
2018-03-08,5.41959,44
2018-03-09,5.17053,38
2018-03-10,7.64595,57
2018-03-11,7.95932,43
2018-03-12,3.9416300000000004,32
2018-03-13,2.90614,28
2018-03-14,2.45295,11
2018-03-15,2.15878,13
2018-03-16,2.08394,11
2018-03-17,2.8347599999999997,14
2018-03-18,3.2602900000000004,17
2018-03-19,2.03744,14
2018-03-20,1.2850700000000002,5
2018-03-21,1.0683200000000002,5
2018-03-22,0.85625,6
