period,ratio,1
2017-11-09,100.0,484
2017-11-10,10.00919,322
2017-11-11,10.59499,190
2017-11-12,5.23755,256
2017-11-13,3.54455,109
2017-11-14,2.94805,48
2017-11-15,2.5209200000000003,38
2017-11-16,1.50987,23
2017-11-17,1.40679,21
2017-11-18,1.34226,23
2017-11-19,1.4149,11
2017-11-20,0.6552600000000001,8
2017-11-21,0.56593,7
2017-11-22,0.5163300000000001,8
2017-11-23,0.47836999999999996,8
2017-11-24,0.75634,4
2017-11-25,0.64327,6
2017-11-26,0.47543,5
2017-11-27,0.47708,7
2017-11-28,6.76623,58
2017-11-29,8.576880000000001,120
2017-11-30,5.55807,80
2017-12-01,4.099559999999999,52
2017-12-02,4.66691,54
2017-12-03,4.0008300000000006,35
2017-12-04,2.55183,21
2017-12-05,2.01775,17
2017-12-06,1.61565,11
2017-12-07,1.14339,9
2017-12-08,1.12153,9
2017-12-09,1.30853,8
