period,ratio,1
2017-01-18,100.0,1384
2017-01-19,31.244020000000003,1077
2017-01-20,24.31745,900
2017-01-21,28.32681,1152
2017-01-22,28.80862,1514
2017-01-23,22.33352,813
2017-01-24,14.92579,517
2017-01-25,14.65903,682
2017-01-26,16.02871,609
2017-01-27,20.41994,852
2017-01-28,41.174820000000004,1011
2017-01-29,25.39021,1364
2017-01-30,43.42664,1409
2017-01-31,14.406320000000001,714
2017-02-01,11.193589999999999,427
2017-02-02,9.09511,304
2017-02-03,7.5071,302
2017-02-04,9.95899,426
2017-02-05,9.46134,450
2017-02-06,6.55434,247
2017-02-07,5.81269,217
2017-02-08,4.4794599999999996,164
2017-02-09,4.21719,174
2017-02-10,4.37296,154
2017-02-11,5.51371,212
2017-02-12,4.86508,197
2017-02-13,3.0165900000000003,120
2017-02-14,2.7393400000000003,83
2017-02-15,9.8405,135
2017-02-16,15.76878,279
2017-02-17,10.72377,191
2017-02-18,13.920670000000001,233
