period,ratio,1
2017-10-19,100.0,506
2017-10-20,16.42863,274
2017-10-21,25.91009,265
2017-10-22,28.14002,230
2017-10-23,10.27903,97
2017-10-24,12.129489999999999,101
2017-10-25,9.78245,104
2017-10-26,5.65301,44
2017-10-27,5.255780000000001,32
2017-10-28,5.77679,30
2017-10-29,4.90949,25
2017-10-30,2.86345,22
2017-10-31,14.64289,66
2017-11-01,14.82616,75
2017-11-02,11.88401,61
2017-11-03,10.19533,54
2017-11-04,16.71481,68
2017-11-05,12.44635,54
2017-11-06,7.13212,36
2017-11-07,4.63124,23
2017-11-08,4.063269999999999,16
2017-11-09,3.0446299999999997,13
2017-11-10,3.2316599999999998,18
2017-11-11,4.53564,17
2017-11-12,4.19498,21
2017-11-13,2.27168,3
2017-11-14,2.1888099999999997,10
2017-11-15,2.15666,6
2017-11-16,1.7442,11
2017-11-17,1.88572,5
2017-11-18,2.80062,15
2017-11-19,2.76096,16
