period,ratio,1
2017-10-12,100.0,624
2017-10-13,27.86705,620
2017-10-14,31.866970000000002,178
2017-10-15,18.76234,142
2017-10-16,11.38344,97
2017-10-17,11.71796,69
2017-10-18,10.32521,62
2017-10-19,11.71213,38
2017-10-20,7.4381699999999995,35
2017-10-21,6.8029,22
2017-10-22,5.79132,24
2017-10-23,3.04494,17
2017-10-24,2.33557,22
2017-10-25,1.81277,13
2017-10-26,14.24642,30
2017-10-27,24.862920000000003,95
2017-10-28,27.44677,90
2017-10-29,19.6233,84
2017-10-30,10.25695,41
2017-10-31,8.27897,32
2017-11-01,7.634469999999999,28
2017-11-02,5.94461,26
2017-11-03,5.902830000000001,16
2017-11-04,7.85456,26
2017-11-05,7.057980000000001,25
2017-11-06,3.8012,17
2017-11-07,3.2094099999999997,11
2017-11-08,3.0089900000000003,10
2017-11-09,2.83164,9
2017-11-10,3.63916,10
2017-11-11,4.80379,9
2017-11-12,21.995070000000002,23
