period,ratio,1
2017-11-15,100.0,315
2017-11-16,22.55647,425
2017-11-17,19.07735,453
2017-11-18,40.580940000000005,384
2017-11-19,17.70016,321
2017-11-20,12.787469999999999,127
2017-11-21,11.25195,74
2017-11-22,9.41411,59
2017-11-23,6.00985,38
2017-11-24,5.425590000000001,37
2017-11-25,6.74671,40
2017-11-26,6.1340900000000005,24
2017-11-27,3.9184300000000003,22
2017-11-28,4.14939,14
2017-11-29,4.93276,16
2017-11-30,3.3227,9
2017-12-01,18.88875,30
2017-12-02,24.06873,57
2017-12-03,20.48607,41
2017-12-04,12.576889999999999,36
2017-12-05,8.496939999999999,23
2017-12-06,6.967160000000001,26
2017-12-07,4.96366,16
2017-12-08,4.531680000000001,14
2017-12-09,5.26089,26
2017-12-10,5.5132,13
2017-12-11,3.20929,14
2017-12-12,2.78463,12
2017-12-13,2.6537,6
2017-12-14,2.42687,6
2017-12-15,2.65848,7
